,id,Barbecue,Christmas,Easter,Fall,French,Greek,Main Dishes,Mediterranean,Moroccan,Passover,Spring,Summer,Sunday Lunch,Valentine's Day,Winter
38,Greek-Stuffed-Tomatoes-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Mediterranean-Roasted-Beef-and-Veggies-1062559,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Mediterranean-Melted-Pot-Food_com-111154,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Mediterranean-Pork-Chops-Recipezaar_3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Mediterranean-Chicken-_-Vegetables_-565704,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Mediterranean-Lentil-Patties-Food_com-125523,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Mediterranean_style-Chicken-Thighs-Recipezaar,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Mediterranean-Eggplant-Steaks-Food_com-71938,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Shrimp-Sahanaki-With-Greek-Cheeses-And-Tomatoes-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Greek-Chicken-Pasta-Recipezaar_1,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Roasted-Mediterranean-Fish-Topped-Roasted-Rosa-Tomatoes-Capers-A-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49,Greek-Stuffed-Meatloaf-Food_com-146405,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Greek-Chicken-Breasts-My-Recipes,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Mediterranean-Meatloaf-With-Herbed-Potatoes-Food_com-117294,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Mediterranean-Style-Orange-Roughy-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Rack-of-Lamb-With-Mediterranean-Vegetables-Food_com-126711,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54,Mediterranean-Fish-Tacos-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Greek-Style-Chicken-Wrapped-In-Phyllo-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Rosemary-Garlic-Lamb-Steaks-With-Couscous-_-Mediterranean-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Greek_style-Chicken-Casserole-Recipezaar_1,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Mediterranean-Turkey-Cutlets-And-Pasta-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Greek-Lamb-Casserole-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Sarasota_s-Mediterranean-Sauteed-Chicken-and-Potatoes-Food_com-133192,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61,Greek-Chicken-Stew-With-Cinnamon-Couscous-Food_com-67004,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Greek-Chicken-With-Capers_-Raisins-And-Feta-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Couscous-Sausage-Mediterranean-Food_com-292418,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,My-Big-Fat-Greek-Spinach-Pie-Food_com-87832,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Greek-Meatballs_-Feta-Yogurt-Sauce-and-Lemon-Couscous-Food_com-70349,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Mediterranean-Baked-Fish-1502610,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Greek-Pasta-with-Shrimp-and-Artichokes-MyRecipes-269105,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Greek-Style-Pasta-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Mediterranean-Fish-Stew-_Bouillabaisse_-1150383,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Greek-Snapper-MyRecipes-249157,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Cavatappi-With-Spinach_-Garbanzo-Beans_-_-Feta-534339,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Mediterranean-Delight-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Mediterranean-Salmon-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Mediterranean-Stuffed-Cabbage-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Mediterranean-Stuffed-Tomatoes-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Greek-Chicken-Breasts-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Mediterranean-Pasta-In-Minutes-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Stuffed-Vine-Leaves-With-Lamb-And-Wild-Rice-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Mediterranean-Eggplant-_aubergine_-Cakes-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Mediterranean-Beef-Stew-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Herbed-Pork-Cutlets_-Greek-Vegetable-Salad-with-Couscous-Cucumber-Salad-1153189,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Polenta-With-Roasted-Mediterranean-Vegetables-Food_com-114131,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,Mediterranean-Stuffed-Eggplant-1155012,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Mediterranean-Roasted-Leg-Of-Lamb-With-Red-Wine-Sauce-Recipezaar,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
85,Greek-Spaghetti-With-Tomatoes-And-Feta-My-Recipes,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Greek-Lamb-Pie-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Mediterranean-Pasta-With-Shrimp-And-Capers-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Greek-Chicken-And-Spinach-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Greek-Penne-Food_com-159699,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Mediterranean-Fish-Casserole-Food_com-82165,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Greek-Isles-Pizza-My-Recipes,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Grilled-Lamb-Chops-With-Summer-Salad-Food_com-131521,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
93,Lamb-Shanks-With-Potatoes_-Parsnips-And-Kalamata-Olives-Epicurious,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94,Mediterranean-Chicken-En-Papillote-Food_com-183150,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Greek-Pizza-Food_com-77372,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Mediterranean-Vegetable-Stew-Over-Soft-Polenta-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Sea-Bass-With-Sun_dried-Tomato-And-Black-Olive-Tapenade-Epicurious,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
98,Feta_stuffed-Chicken-Breast-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Mediterranean-Pasta-Bake-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Mediterranean-Tomatoes-Stuffed-Food_com-101093,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Mediterranean_style-Lamb-Stew-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Mediterranean_style-Cod-Fish-Fillet-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Baked-Cod-With-Orange_-Caper-And-Olive-Sauce-Epicurious,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Greek-Style-Lamb-Chops-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Mediterranean-Phyllo-Pizza-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Greek-Seafood-Pasta-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Mediterranean-Inspired-Stuffed-and-Rolled-Flank-Steak-Food_com-128943,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Greek-Lamb-And-Feta-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Mediterranean-Esque-Meatloaf-Food_com-78013,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Fish-and-Couscous-Stuffed-Mediterranean-Cabbage-Rolls-Food_com-97733,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Spiced-Tuna-With-Mediterranean-Wine-Sauce-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Linda_s-Rice-And_Or-Orzo-Pilaf-Greek-Style-Food_com-87829,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Mediterranean-Chicken-Casserole-Recipezaar_1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Mediterranean-Spaghetti-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Greek_style-Baked-Pork-Chops-My-Recipes,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Greek-Pizza-Food_com-164670,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Zesty-Crumb-Salmon-With-Roast-Mediterranean-Vegetables-and-Minty-Food_com-180317,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
118,Mediterranean-Vegetable-Stew-Recipezaar_1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Black-Olive-_-Feta-Pizza-562918,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,My-Big-Fat-Greek-Burgers-Food_com-137161,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Mediterranean-Orange-Roughy-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Mediterranean-Harvest-Pasta-AllRecipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Greek_style-Shrimp-With-Feta-And-Spaghetti-Squash-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Mediterranean-Lamb-Shanks-With-Creamy-Polenta-Epicurious,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Greek-Chicken-Bundles-Food_com-134291,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Mediterranean-Pizza-Food_com-80607,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Greek-Chicken-Roulades-W_White-Wine-Reduction-Food_com-138989,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Mediterranean-Lamb-Strudel-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Mediterranean-Chicken-1155697,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Mediterranean-Shepherd_s-Pie-Food_com-133128,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Mediterranean-Pasta-With-Shrimp-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Lamb-and-Pistachio-Kebabs-With-Garlic-and-Olive-Sauce-Food_com-95110,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
133,Middle-eastern-lamb-chili-328441,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Spanakopita-_greek-Spinach-Pie_-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Greek-Inspired-Beef-With-Feta-Cheese-And-Vegetables-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Chicken_-Roasted-Bell-Pepper_-Olive-and-Feta-Pie-Food_com-157608,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Turkish-Lamb-Pita-Burgers-Food_com-69485,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Mediterranean-Seafood-Grill-with-Skordalia-MyRecipes-245201,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Mediterranean-Stuffed-Zucchini-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Greek-Shrimp-Pizza-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Mediterranean-Mahi-Mahi-With-Olive-And-Shallot-Tapenade-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Veal-Mediterranean-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Lentil-Potage-With-Spinach-And-Yogurt-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Mediterranean-Chicken-Kebabs-MyRecipes-230228,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Greek-Style-Penne-with-Lamb_-Parsnips_-Tomatoes_-and-Cinnamon-Epicurious-54741,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Mediterranean-Pasta-Toss-Food_com-127952,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Marinated-Greek-Kebabs-MyRecipes-269531,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Grilled-Lamb-with-Lima-Bean-Skordalia-Epicurious-49170,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
149,Greek-Stuffed-Zucchini-_halal_-_kolokithakia-Yemista_-_gluten-Fr-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Greek-Pork-Kebabs-with-Black-Olive-Sauce-MyRecipes-223014,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Mediterranean-Vegetable_cheese-Pie-Epicurious,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Fresh-Tuna-Steaks-On-A-Bed-Of-Couscous-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Greek_inspired-Chicken-Casserole-With-Leeks_-Pine-Nuts_-And-Rais-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Greek-Chicken-With-Capers-And-Orzo-My-Recipes,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Greek-Phyllo-Pizza-Recipezaar,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Creamy-Mediterranean-Style-Pasta-Sald-MyRecipes-264153,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Mediterranean-Baked-Penne-Recipezaar,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
