,id,Barbecue,Breads,Fall,Italian,Kid-Friendly,Main Dishes,Spring,Summer,Sunday Lunch,Thanksgiving
90,Arugula-pesto-pasta-with-ricotta-and-bacon-346456,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
91,Gnocchi-With-Pesto-Sauce-TasteOfHome,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
92,ITALIAN-SAUSAGE-SAUCE-with-tomato-_ragu-di-salsiccia_-1238976,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
93,Spinach-Spaghetti-with-Sun-Dried-Tomatoes-1313255,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
94,Farfalle-con-Acciughe-e-Pomodori-Secchi-_Farfalle-with-Anchovies-and-Sun-Dried-Tomatoes_-1262728,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
95,Zucchini-Spaghetti-with-Lentil-Marinara-1093016,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
96,Fresh-pasta-with-favas_-tomatoes-and-sausage-307154,0.0,0.0,0.0,1,0.0,1,0.0,1.0,0.0,0.0
97,Potato-Gnocchi-1437854,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
98,Mushroom-marsala-pappardelle-349102,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
99,Easy-30-Minute-One-Skillet-Lasagna-1533488,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
100,Sicilian-Pasta-1080526,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
101,Quick-_-Creamy-Italian-Pasta-1309858,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
102,Italian-Skillet-Chicken-1074531,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
103,Chicken-Parmesan-Lasagna-1532707,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
104,Italian-Style-Meatballs-1354990,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
105,Vegetarian-Lasagna-_Gluten-Free_-981080,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
106,Spicy-Turkey-Lasagna-901544,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
107,Risotto-With-Sun_dried-Tomatoes-And-Mozzarella-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
108,Crockpot-Italian-Potatoes--Easy-Dinner_-1188083,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
109,Herbed-Cheese-Pizza-MyRecipes-212485,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
110,Italian-Pasta-and-Peas-1290345,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
111,Classic-Bolognese-Lasagna-995576,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
112,Cacio-e-Pepe-with-Lemon-1682139,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
113,Easy-Crockpot-Lasagna-1528403,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
114,Easy-Chicken-Parmesan-1549677,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
115,Spaghetti-with-garlic-and-oil-364972,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
116,Sweet-Potato-Gnocchi-514006,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
117,Easy-One-Pot-Pasta-1073198,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
118,Linguine-with-Spicy-Calamari-979134,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
119,Pork-Cacciatore-1299324,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
120,Sausage-and-Tortellini-1472280,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
121,Pesto-Risotto-with-Salmon-1586714,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
122,Chicken-Cacciatore-1594438,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
123,Easy-Skillet-Lasagna-1352859,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
124,Italian-Scallop-Tortellini-Bake-1177898,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
125,Shrimp-and-Pasta-in-a-Tomato-Chile-Cream-Sauce-632970,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
126,Spaghetti-with-Shrimp-in-a-Creamy-Tomato-Sauce-685428,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
127,ITALIAN-BRESAOLA-with-arugula-and-Parmigiano-Reggiano-1479210,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
128,Pasta-With-Fresh-Tomato-Sauce-and-Ricotta-1276645,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
129,Mario-Batalis-Penne-allArrabbiata-1476823,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
130,Bruschetta-Chicken-and-Pasta-with-Garlic-Breadcrumbs-1614333,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
131,Lasagna-With-Collard-Greens-779152,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
132,The-Best-Chicken-Parmesan-685037,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
133,Baked-Gnocchi-with-Italian-Sausage-1617245,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
134,Spaghetti-with-Cauliflower-and-Garlicky-Swiss-Chard-Gremolata-1291766,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
135,Pasta-Arrabiata-896263,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
136,Lemon-Butter-Pasta-with-Artichokes-and-Capers-600828,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
137,Angel-Hair-Pasta-with-Shrimp-and-Parmesan-Lemon-Cream-Sauce-902434,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
138,Four-Cheese-Classic-Lasagna-1521978,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
139,Cheesy-Stuffed-Shells-1042453,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
140,Italian-Spaghetti-Carbonara-1290349,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
141,Chicken-Piccata-1580813,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
142,Fresh-Tomato-and-Ricotta-Whole-Wheat-Pasta-597313,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
143,Sicilian-Style-Swordfish-and-Spaghetti-1629172,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
144,Disney_s-Baked-Ravioli-755405,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
145,Pasta-Puttanesca-1563402,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
146,WeightWatchers-1535747,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
147,One-Pot-Baked-Ziti-628675,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
148,Cheese-Ravioli-with-Lemon-Basil-Butter-Sauce-593803,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
149,CACIO-E-PEPE-recipe-and-history-1485053,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
150,One-Pan-Spring-Tuscan-Quinoa-Bake_-1077540,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
151,Roasted-alla-Norma-with-rigatoni-1586137,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
152,Tortellini-Bake-with-Spinach-and-Roasted-Red-Peppers-759025,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
153,Penne-Pasta-with-Sweet-Italian-Sausage-1090924,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
154,Healthier-Weeknight-Bolognese-1434700,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
155,Parsnip-Spaghetti-All_Amatriciana-1054055,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
156,Thin-Crust-Pizza-482521,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
157,Sausage_-Pepper-and-Mushroom-Risotto-1455592,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
158,Pesto-Cream-Sauce-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
159,Italian-mussels-Taranto-1359541,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
160,Slow-Cooker-Lasagna-1324380,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
161,Fresh-Sicilian-pasta-1562893,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
162,Old-School-Italian-Meat-Sauce-1324430,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
163,Penne-with-Roasted-Red-Pepper-Marinara-976747,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
164,Meatless-Monday-Spaghetti-alla-Puttanesca-1540448,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
165,Italian-Meatball-Quinoa-Bowls-1638343,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
166,Sicilian-Lemon-and-Pepper-Pasta-1052436,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
167,Spaghetti-Aglio-e-Olio-1607213,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
168,Slow-Cooker-Italian-Chicken-and-Vegetable-Ragu-645015,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
169,Clean-Eating-Italian-Stuffed-Chicken-Breasts-1508160,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
170,Italian-Pork-Tenderloin-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
171,Tomato-Basil-_-Spinach-Risotto-475137,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
172,Cheese-Stuffed-Shells-with-Italian-Sausage-Sauce-1636060,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
173,Slow-Cooker-Tuscan-Chicken-_-Cheese-Tortellini-Pasta-1601739,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
174,Simple-Vegetarian-Skillet-Lasagna_-1503535,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
175,Giant-Lasagna-1027443,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
176,The-New-Basics-Puttanesca-1537577,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
177,Sicilian-Market-Pasta-481161,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
178,Easy-Gnocchi-with-Marinara-Sauce-1418977,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
179,Ravioli-with-Arugula-and-Ricotta-1408849,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
180,Easy-Chicken-Parmesan-1620550,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
181,Skillet-Lasagna-476189,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
182,Sausage-and-Kale-Pasta-Bake-1189395,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
183,Creamy-Pasta-with-Crispy-Salami-Martha-Stewart-241040,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
184,Semolina-Pizza-Dough-1128500,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
185,Italian-Baked-Chicken-1497893,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
186,Spaghetti-torte-369049,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
187,Potato-gnocchi-Italian-1509993,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
188,Pasta-alla-Norma-558224,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
189,Slow-Cooker-Lasagna-Ii-Allrecipes,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
190,Low-Carb-Mock-Lasagna-Spaghetti-Squash-Casserole-_Gluten-Free_-973897,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
191,Pasta-e-patate-_Pasta-and-Potatoes_-1033410,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
192,Fettuccine-with-Mushroom-Alfredo-977790,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
193,Ziti-With-Tomato_pesto-Sauce-Allrecipes,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
194,Cheesy-Baked-Pasta-with-Italian-Sausage-1348148,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
195,Crock-Pot-Italian-Mozzarella-Chicken-1219284,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
196,Crockpot-Veggie-Lasagna-1310731,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
197,Skinny-Slow-Cooker-Spinach-Lasagna-979897,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
198,Chicken-Bellagio-762370,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
199,Spaghetti-With-Spicy-Tomato-Olive-Sauce-Epicurious,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
200,Gluten-Free-Italian-Meatloaf-768473,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
201,Mushroom-Herb-Spaghetti-MyRecipes-246050,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
202,Chicken-Meatballs_-Italian-Style-1118979,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
203,Bolognese-Spaghetti-and-Meat-Sauce-531465,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
204,Cheese-lovers_-lasagna-310429,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0
205,Mushroom-Ravioli-with-Chicken-and-Pancetta-1170493,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
206,Cheese-Ravioli-Lasagna-1209870,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
207,Cheesy-Marinara-Baked-Penne-1418598,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
208,Lemony-Artichoke-Spaghetti-1627347,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
209,Tuscan-Italian-Chicken-with-Penne-_-Broccoli-1597763,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
210,Sicilian-rice-ball-casserole-352107,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
211,Bolognese-Sauce-1608812,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
212,Vegan-Stuffed-Shells-Florentine-1239613,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
213,Pasta-Alla-Norma_-My-Way-779222,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
214,Lobster-Risotto-1497078,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
215,Spaghetti-with-Pecorino-Romano-and-Black-Pepper-_Cacio-e-Pepe_-1046936,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
216,Spinach-and-Pesto-Tortellini-1180798,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
217,Bucatini-with-Amatriciana-1560011,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
218,Stuffed-Peppers-with-Ricotta-and-Italian-Sausage-1366806,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
219,Ditalini-With-Pesto_-Beans_-And-Broccoli-Rabe-Epicurious,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
220,Spaghetti-Bolognese-Martha-Stewart-197017,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0
