,id,Barbecue,Breads,Fall,French,Italian,Kid-Friendly,Main Dishes,Peruvian,Spring,Summer,Sunday Lunch,Valentine's Day
56,Skinny-Italian-Bruschetta-Chicken-1237644,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
57,Quick-pasta-carbonara-370040,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
58,Pasta-with-Spinach-Tomatoes-and-Parmesan-Cheese-1209178,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
59,Slow-Cooker-Garlic-Chicken-with-Couscous-Martha-Stewart-260123,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
60,Shrimp-alla-Marinara-1031654,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
61,Spaghetti-with-Garlic-Three-Ways-Martha-Stewart-241228,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
62,Baked-chicken-saltimbocca-300051,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
63,Pasta-with-Fresh-Tomatoes-and-Pine-Nuts-Martha-Stewart,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
64,Pumpkin-Ricotta-Gnocchi-Simply-Recipes-200941,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
65,Linguine-with-Lemon-Cream-Sauce-Martha-Stewart-193280,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
66,Baked-Italian-Meatballs-1407628,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
67,Spaghetti-_-No-Cook-Tomato-Sauce-1680335,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
68,Italian-Spaghetti-and-Meatballs-1290346,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
69,Lasagne-544466,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
70,Spaghetti-with-Tempeh-Sausage-Marinara-and-Artichokes-1678563,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
71,Chicken-Piccata-968345,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
72,Italian-Sausage-and-Basil-Pizza_-1314799,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
73,Four-Cheese-Italian-Lasagna-with-Bolognese-Sauce-1611275,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
74,Italian-chicken-rollatini-297480,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
75,Slow-Cooker-Chicken-Cacciatore-Allrecipes,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
76,Rigatoni-Pizza-Skillet-1592235,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
77,Slow-Cooker-Cheesy-Sausage-Tortellini-1504741,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
78,Carbonara-Sauce-1528258,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
79,Easy-Italian-Shrimp-Tortellini-Bake-1023622,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
80,Tuna-and-tomato-pasta-349689,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
81,Pasta-with-Baby-Spinach_-Tomatoes-and-Italian-Sausage-1384064,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
82,Mozzarella-Stuffed-Italian-Mini-Meatloaves-749616,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
83,Rich-and-Creamy-Tomato-Basil-Pasta-1579775,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
84,Creamy-braised-chicken-with-pappardelle-307900,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
85,Slow-Cooker-Spinach-Alfredo-Lasagna-1519299,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
86,Sausage-and-Ricotta-Pizza-1617390,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
87,Easy-Spinach-and-Tomato-Tortellini-1283088,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
88,Sausage-and-Mushroom-Stromboli-684603,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
89,Slow-Cooker-Lasagna-1452249,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
90,Spinach-and-Cheese-Stuffed-Shells-759097,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
91,_Easy-Anytime-Dinner_-Chicken-Marsala-571533,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
92,Italian-Rice-Bake-1233151,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
93,Spaghetti-Aglio-e-Olio-1595758,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
94,Chicken-Fettuccine-Alfredo-1561771,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
95,Stuffed-Pasta-Shells-TasteOfHome,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
96,Spinach-Lasagna-Roll-Ups-963924,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
97,Baked-Mozzarella-and-Pesto-Chicken-1120461,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
98,Gnocchi-with-Kale-Martha-Stewart-194467,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
99,Baked-Gnocchi-with-Spinach-and-Prosciutto-1407497,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
100,Pork-Saltimbocca-1617119,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
101,Italian-Sausage_-Peppers_-And-Onions-Allrecipes,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
102,Italian-Bowtie-Meatball-Stew-757837,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
103,Chicken-Piccata-456666,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
104,Chicken-Pasta-Carbonara-483253,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
105,Light-BBQ-Chicken-Pizza-499580,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
106,White-wine-spaghetti-with-bacon-and-parmesan-369084,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
107,White-Cheese-Chicken-Lasagna-Allrecipes,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
108,Chicken-Cacciatore-1679651,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
109,Linguine-with-Two-Cheese-Sauce-470574,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
110,Linguine-With-Sun-Dried-Tomatoes-MyRecipes-246862,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
111,Chicken-Parmesan-1163529,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
112,Penne-pasta-with-tomato_-herb_-and-feta-no-cook-pasta-sauce-309413,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
113,Balsamic-Chicken-Martha-Stewart-195584,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
114,Seafood-linguine-297394,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1.0
115,VELVEETA-Easy-Chicken-Primavera-1080702,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
116,Pasta-with-potatoes-and-rocket-307109,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,1.0,0.0
117,Cheesy_-Beefy-Stuffed-Shells-1109886,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
118,Spaghetti-Carbonara-480853,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
119,Spicy-Shrimp-Pasta-in-Garlic-Tomato-Cream-Sauce-979633,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
120,Spaghetti-With-Kale-And-Walnut-Pesto-1054960,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
121,Lasagna-with-pink-sauce-303393,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
122,Pizza-Casserole-471239,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
123,Easy-Lasagna-Recipe-with-Gnocchi-682666,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
124,Sweet-Pepper-Sausage-Italian-One-Pot-Meal-1663092,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
125,Amatriciana-Sauce-747837,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
126,Pesto-tomato-ravioli-364991,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
127,Eggplant-Ricotta-Bake-Martha-Stewart,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
128,Potato-Gnocchi-Simply-Recipes-43021,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
129,BLT-Pasta-with-Garlic-Toast-Bread-Crumbs-1168864,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
130,Spaghetti-With-Garlic_-Pangrattato-And-Olive-Oil-1046851,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
131,Cheesy-Sausage-Tortellini-762206,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
132,Easy-creamy-chicken-alfredo-365486,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
133,Italian-Country-Style-Ribs-Allrecipes,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
134,Pizza-Baked-Spaghetti-1545065,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
135,Baked-Rigatoni-Martha-Stewart_1,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
136,Prosciutto-mozza-pizza-341023,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
137,White-Cheese-Chicken-Lasagna-1607710,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
138,Italian-Beef-1257605,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
139,Penne-with-Tuna-and-Spicy-Mustard-1019430,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
140,Linguine-and-Clam-Sauce-474846,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
141,Laura_s-Unbelievable-Chicken-And-Pasta-Allrecipes,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
142,Healthy-Pesto-Baked-Rigatoni-601236,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
143,Grandma_s-Gnocchi-Allrecipes,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
144,Tortellini-and-Zucchini-Alla-Arrabiata-922547,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
145,Easy-Chicken-Cacciatore-1640553,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
146,Veal-Piccata-471987,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
147,Shrimp-Scampi-Pasta-1201913,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
148,Lasagna-Stuffed-Shells-1564988,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
149,Old-Italian-Meat-Sauce-Allrecipes,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
150,Speedy-Spaghetti-with-Anchovy_-Chilli-and-Avocado-1581340,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
151,Cheesy-Ravioli-Lasagna-1624184,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
152,Crockpot-Lasagna-1496022,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
153,Layered-Ratatouille-643590,0.0,0.0,0.0,1.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
154,Maria_s-Italian-Meatballs-793057,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
155,Tortellini-with-Italian-Sausage-_-Broccoli-1201337,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
156,White-Beans-and-Sausage-Simply-Recipes-42933,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
157,Healthy-Spinach-Lasagna-Rolls-977988,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
158,Bucatini-with-spicy-shrimp_-arugula_-and-breadcrumbs-344525,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
159,Garlic-Butter-Gnocchi-1071424,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
160,Baked-Ziti-Casserole-AllRecipes-38202,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
161,The-Best-Spaghetti-Casserole-Allrecipes,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
162,ItalianSausageandPenneBake-1091185,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
163,Italian-Eggplant-Ricotta-Bake-1204930,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
164,Quick-Chicken-Parmesan-Allrecipes,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
165,Creamy-Spinach-and-Mushroom-Lasagna-1047688,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
166,Our-Famous-Rigatoni-D-1022310,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
167,Cheesy-Italian-Meatloaf-1347924,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
168,Fettuccine-Alfredo-1511537,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
169,Meatballs-With-Risoni-1586122,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
170,Ratatouille-1039980,0.0,0.0,0.0,1.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
171,Sole-piccata-336163,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
172,Linguine-with-Clams-765256,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
173,Chickpea-_-Baby-Portobello-Mushroom-Marsala-Over-Creamy-Polenta-1666810,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
174,Spaghetti-with-Garlic-and-Olive-Oil-1455354,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
175,Mushroom-kale-lasagna-rolls-352529,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
176,World_s-Best-Lasagna-1700143,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
177,Italian-Stuffed-Shells-Freezer-Meal-1041459,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
178,Easy-One-Pot-Lasagna-970445,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
179,Pasta-with-Ricotta-and-Bottarga-Martha-Stewart-192854,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
180,Best-Vegetarian-Zucchini-Lasagna-1180580,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
181,Italian-Parmesan-Chicken-1213508,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
182,Tomato-Pesto-Chicken-1093768,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
183,Gnocchi-casserole-336989,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0,0.0,0.0
184,Skinny-Veggie-Lasagna-499656,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
185,15-Minute-Cheesy-Italian-Pasta-Skillet-1273173,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
186,Italian-Stuffed-Chicken-Breast-1192063,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
187,Lighter-eggplant-parmesan-352015,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
188,Sicilian-Pizza-Dough-1055462,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
189,Baked-Ziti-1379302,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
190,Chicken-and-Broccoli-Penne-Alfredo-1077841,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
191,Penne-With-Parmesan-Cream-And-Prosciutto-Epicurious,0.0,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
192,Zucchini-ricotta-gnocchi-373425,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
193,Drunken-Spaghetti-_Red-Wine-Spaghetti_-with-Olives_-Capers_-and-Shaved-Parmesan-1485169,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
194,Red-Pepper-and-Fresh-Mozzarella-Lasagna-769467,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
195,Chicken-Cacciatore-1057551,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
196,Pesto-risotto-with-roasted-zucchini-334683,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
197,Ricotta-And-Spinach-Cannelloni-611027,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0
