,id,Barbecue,Breads,Christmas,Desserts,Filipino,Italian,Kid-Friendly,Main Dishes,Spring,Summer,Sunday Lunch
22,Garlic-Lovers_-Spaghetti-1710387,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
23,Slow-Cooker-Spaghetti-Bolognese-Sauce-1711549,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
24,Easy-Chicken-Parmesan-1599198,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
25,Pasta-al-Pomodoro-1708774,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
26,Zesty-Italian-Crescent-Casserole-685404,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
27,Southern-Italian-Grilled-Tuna-Steaks-1701952,1.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
28,One-Skillet-Italian-Sausage-Pasta-1597291,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
29,Linguine-With-Clams-In-Less-Than-30-Minutes-1711227,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
30,Olive-Garden-Tuscan-Garlic-Chicken-1708720,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
31,Pizza-Slow-Cooker-Stuffed-Peppers-1679148,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
32,Italian-Meatloaf-1693797,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
33,Fettuccine-Pesto-Pasta-1704560,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
34,Zucchini-Lasagna-1708086,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
35,Italian-Meatballs-1607068,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
36,Crock-Pot-Italian-Meatballs-1711333,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
37,Baked-Italian-Chicken-1705652,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
38,Spaghetti-With-Fresh-Tomato-and-Basil-Sauce-1702585,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
39,Italian-Style-Stuffed-Paleo-Peppers-1686088,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
40,Tuscan-Summer-Pasta-1712921,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
41,Lasagna-Rolls-1535130,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
42,Cacio-e-Pepe-1624542,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
43,Gnocchi-Closet-Cooking-54963,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
44,Spaghetti-alla-Carbonara-1643618,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
45,Stuffed-Shells-with-Spinach-1664181,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
46,Cheesy-Italian-Tortellini-1706029,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
47,Spinach-and-Ricotta-Lazy-Lasagna-580112,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
48,Crockpot-Italian-Chicken-1657787,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
49,Turkey-and-Artichoke-Stuffed-Shells-with-Arrabbiata-Sauce-1712224,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
50,Garlic-Lovers_-Spaghetti-1710333,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
51,Spaghetti-alla-Carbonara-1641632,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
52,Spinach-and-Ricotta-Stuffed-Pasta-Shells-1694486,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
53,Baked-Garlic-Parmesan-Chicken-1032476,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
54,Classic-Spaghetti-with-Meat-Sauce-1668194,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
55,Pasta-with-Sweet-Italian-Sausage-1706386,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
56,Chicken-Mozzarella-Pasta-with-Sun-Dried-Tomatoes-761703,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
57,Chicken-Piccata-1677687,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
58,Chicken-Piccata-with-Artichokes-1707864,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
59,Tomato-and-Pesto-Pizza-1682827,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
60,Lasagna-1704692,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
61,Baked-shells-with-tomato-and-mozzarella-310024,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
62,Fast-_-Easy-Turkey-Sausage-Penne-1705365,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
63,Dump-and-Bake-Italian-Meatball-and-Rice-Casserole-1661967,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
64,Linguine-with-Pesto-Sauce-1690858,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
65,EASY-SPAGHETTI-AND-MEATBALLS-1687805,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
66,Creamy-One-Pot-Shells-and-Beef-1635472,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
67,Italian-Sausage-Bow-Tie-Pasta-1531970,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
68,Sun-Dried-Tomato-Pesto-1606716,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
69,Easy-Ravioli-Lasagna-1686330,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
70,Tomato-Basil-Pizza_-1709585,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
71,Chicken-Piccata-with-Artichokes-1587302,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
72,Gwyneth-Paltrow-Carbonara-1616193,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
73,Mushroom-Risotto-1702687,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
74,Broccoli-pesto-pasta-305608,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
75,Pan-Fried-Italian-Chicken-Thighs-1590332,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
76,Baked-chicken-parmesan-352473,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
77,Homemade-Tuscan-Style-Pizza-1708467,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
78,Tomato-and-Basil-Risotto-1701944,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
79,Parmesan-crusted-bruschetta-chicken--299493,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
80,Spaghetti-Pasta-Carbonara-1532554,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
81,Veggie-Lasagna-1698743,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
82,Mario-Batalis-Penne-allArrabbiata-1637100,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
83,Spaghetti-with-prawns-and-tomatoes-_Spaghetti-con-gamberetti-e-pomodorini_-1704044,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
84,Chicken-Parmesan-Wonton-_Cupcakes_-932001,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
85,Auto-Draft-1713312,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
86,Roasted-Red-Pepper_-Mozzarella-and-Basil-Stuffed-Chicken-988622,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
87,Pasta-with-garlicky-broccoli-rabe-305651,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
88,Sea-bass-fillets-with-Italian-style-vegetables-1709096,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1.0
89,Parmesan-crusted-chicken-300048,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
90,Pasta-Aglio_-Olio-e-Peperoncino-1643455,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
91,Baked-pesto-chicken-309449,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
92,Spicy-Spaghetti-with-Garlic-and-Olive-Oil-_Aglio_-olio-e-peperoncino_-1597654,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
93,Traditional-Lasagna-1682068,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
94,Vegan-Tofu-Spinach-Lasagna-1711246,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
95,Skillet-Sausage-and-Pepper-Calzone-1701803,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
96,Roman-style-spaghetti-alla-carbonara-306162,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
97,The-Best-Vegan-Lasagna-1680656,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
98,Aglio-e-Olio-1641504,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
99,Tomato-and-Basil-Risotto-1701967,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
100,Spicy-Italian-Meatballs-1701698,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
101,Brown-Butter-Gnocchi-with-Asparagus-and-Peas-1702533,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1.0,0.0,0.0
102,Parsnip-Spaghetti-All_Amatriciana-1708808,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
103,Grilled-Italian-Pesto-Chicken-1695965,1.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
104,Chicken-Alfredo-Baked-Ziti-1194975,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
105,Italian-Sausage-Bow-Tie-Pasta-_Recipe-1706645,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
106,The-Best-Spaghetti-1539924,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
107,Summer-Pasta-With-Zucchini_-Ricotta-and-Basil-1707250,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
108,Spaghetti-alla-Puttanesca-1704559,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
109,Italian-Sausage-Penne-Bake-1697205,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
110,Italian-Beef-1625382,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
111,Homemade-Pizza-Dough-1684729,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
112,Eggplant-Lasagna-1698879,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
113,Skillet-Chicken-Parmesan-1704381,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
114,Rustic-Italian-Zucchini-_Sauce_-with-Penne-1684076,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
115,Risotto-With-Tastasal-1709752,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
116,Cacio-e-Pepe-_cheese-_-pepper-pasta_-1641809,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
117,Healthier-Eggplant-Parmesan-1688133,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
118,Spaghetti-With-Fresh-Tomato-and-Basil-Sauce-1702913,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
119,Shrimp-Fettuccine-Alfredo-439573,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
120,Italian-Stuffed-Peppers-1572750,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
121,Stromboli-1024536,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
122,Eggplant-Cacciatore-1688547,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
123,Pan-roasted-chicken-with-mushrooms_-onions_-and-rosemary-310034,0.0,0.0,0.0,0.0,1.0,1,0.0,1,0.0,0.0,1.0
124,Italian-Meatball-Dunkers-1611943,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
125,Spinach-lasagna-rolls-352461,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
126,Pasta-With-Tomatoes_-Capers_-Olives-and-Breadcrumbs-1695969,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
127,Rustic-Veggie-Lasagna-1706466,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
128,Lemon-chicken-pasta-368995,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
129,Succulent-chicken-parmesan-303792,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
130,Avocado-And-Prawn-Risotto-_gluten-free_-1693602,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
131,Creamy-Garlic-Pasta-992572,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
132,The-Best-Damn-Lasagna-on-Earth-1657211,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
133,Creamy-caprese-pasta-333554,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
134,Orzo-Cooked-Risotto-Style-with-Shiitake-Mushrooms-and-Garlic-Scapes-1704736,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
135,One-Pan-Shrimp-Spaghetti-1686962,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
136,Pappardelle-with-Ricotta_-Mint_-Lemon_-and-Fresh-Peas-1701917,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
137,Lasagna-494544,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
138,Cheeseburger-casserole-344585,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
139,Fettuccine-Alfredo-441164,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
140,Creamy-chicken-pasta-florentine-298684,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
141,Italian-Country-Style-Grilled-Shrimp-1699010,1.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
142,Classic-Italian-Marinara-Meat-Sauce-758318,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
143,Rolled-Eggplant-Lasagna-1709350,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
144,One-Pan-Spaghetti-and-Meatballs-1624474,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
145,Amazing-Dutch-Oven-Lasagna-1696078,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
146,Turkey-Scallopini-with-Marsala-Sauce-1696697,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
147,Baked-white-fish-with-pine-nut_-parmesan_-and-basil-pesto-crust-309482,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
148,Speedy-Vegetarian-Pasta-1057752,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
149,Fettuccine-Alfredo-1206617,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
150,Muffin-Tin-Mini-Lasagnas-1113281,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
151,Penne-Pasta-Skillet-1050171,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
152,Baked-chicken-breasts-stuffed-with-sage-pecan-pesto-and-feta-309612,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
153,Tagliatelle-Bolognese-1641655,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
154,Asparagus_-goat-cheese-and-lemon-pasta-305540,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1.0,0.0,0.0
155,Lasagna-Roll-Ups-1694924,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
156,Three-Ingredient-Italian-BBQ-Chicken-746713,1.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
157,Twenty-Minute-Easy-Tortellini-Bake-1064717,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
158,Baked-chicken-stuffed-with-pesto-and-cheese-309308,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
159,One-Pan-Pasta-1015333,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
160,Easy-Pizza-Casserole-1181730,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
161,Bolognese-with-Barolo-and-Black-Pepper-Sauce-1705558,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
162,Spaghetti-Bolognese-1684057,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
163,Chicken-carbonara-296564,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
164,Gnocchi-Poutine-with-Short-Rib-Ragu-and-Gremolatta-Closet-Cooking-54964,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
165,Baked-Parmesan-Chicken-627836,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
166,Pappardelle-Pasta-Bolognese-1706360,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
167,Skinny-Bruschetta-Chicken-966952,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
168,Garlic-Parmesan-Chicken-1065643,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
169,Mushroom-Risotto-With-Dried-Porcini-Mushrooms-1709092,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
170,Spaghetti-with-garlic-scape-pesto-with-tomatoes-352144,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
171,Penne-Alla-Vodka-1700453,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
172,Homemade-Italian-Vegan-Balls-1695779,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
173,Perfect-Pizza-Dough-1112626,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
174,Easiest-pasta-and-broccoli-352038,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
175,VEGETARIAN-CARBONARA-with-zucchini-1684835,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
176,Pasta-with-tuna-and-tomato-sauce-300538,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
177,Spaghetti-squash-lasagna-351966,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
178,Moms-Lasagna-1619329,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
179,Italian-Quinoa-1549909,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
180,COWBOY-LASAGNA-1633539,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
181,Leek-And-Mushroom-Risotto-1058755,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
182,Caprese-Pesto-Penne-1363790,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
183,Italian-Sausage-Tortellini-Bake-1640569,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
184,Chorizo-Ragu-With-Spaghetti-1709048,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
185,Parmesan-Crusted-Tilapia-518163,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
186,Sausage-and-Peppers-Polenta-Bowls-1694297,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
187,Bruschetta-Stuffed-Balsamic-Chicken-1642298,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
188,Spinach-and-Ricotta-Cannelloni-_Manicotti_-1629853,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
189,Mozzarella-Chicken-Pasta-Bake-1175862,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
190,Parmesan-Chicken-with-Garlic-and-Herbs-571591,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
191,Bertolli-creamy-fettuccine-primavera-303789,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
192,The-Best-Make-Ahead-Lasagna-1707542,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
193,One-Pot-Baked-Ziti-1642943,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
194,Italian-Sausage-Rigatoni-983301,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
195,Easy-pasta-bake-307962,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
196,Caprese-Grilled-Chicken-with-Balsamic-Reduction-1142646,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
197,Spicy-sausage-and-sweet-pepper-pizza-309071,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
198,Risotto-Alla-Milanese-1683129,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
199,Chicken-Parmesan-Baked-Ziti-684817,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
200,One-Pot-Stovetop-Lasanga-1145834,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
201,Baked-Penne-1118216,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
202,Easy-Shrimp-Fettuccine-Alfredo-1640218,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
203,Spaghetti-Carbonara-622482,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
204,Lasagna-Pasta-Pies-1686049,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0.0,0.0,0.0
205,Pasta-with-roasted-broccoli-with-garlic-and-oil-351992,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1.0
206,Red-Pepper-Risotto-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41326,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
207,Skillet-Lasagna-1596260,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
208,Chicken-and-Broccoli-Pasta-with-Sun-Dried-Tomato-Cream-Sauce-961882,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
209,Baked-Pesto-Chicken-1091173,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
210,Garlic-butter-pasta-with-spinach-and-parmesan-305618,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
211,Prosciutto-and-arugula-pizza-308003,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0
