,index,Appetizers,Beverages,Breads,Breakfast and Brunch,Cocktails,Condiments and Sauces,Desserts,Lunch,Main Dishes,Salads,Side Dishes,Snacks,Soups
34,Beef-and-Cheese-Manicotti-1536094,0,0,0,0,0,0,0,0,1,0,0,0,0
35,Beefy-Baked-Ravioli-Allrecipes,0,0,0,0,0,0,0,0,1,0,0,0,0
36,Bertolli-lasagna-304071,0,0,0,0,0,0,0,0,1,0,0,0,0
37,Best-Italian-Meatball-1370311,0,0,0,0,0,0,0,0,1,0,0,0,0
38,Bobby-Flay_s-Meatball-1010436,0,0,0,0,0,0,0,0,1,0,0,0,0
39,Bolognese-1418690,0,0,0,0,0,0,0,0,1,0,0,0,0
40,Bolognese-Sauce-1260441,0,0,0,0,0,0,0,0,1,0,0,0,0
41,Boursin-pasta-335621,0,0,0,0,0,0,0,0,1,0,0,0,0
42,Bowties-and-Italian-Sausage-1684787,0,0,0,0,0,0,0,0,1,0,0,0,0
43,Braised-Beef-Ragu-with-Gemelli-1323993,0,0,0,0,0,0,0,0,1,0,0,0,0
44,Bring-Tuscany-to-the-Table-with-this-Luscious-Rosa-Lasagna-Recipe_-_BringHomeTuscany-1340490,0,0,0,0,0,0,0,0,1,0,0,0,0
45,Bruschetta-Chicken-Pasta-1251206,0,0,0,0,0,0,0,0,1,0,0,0,0
46,Bruschetta-Pasta-1225151,0,0,0,0,0,0,0,0,1,0,0,0,0
47,Bucatini-AllAmatriciana-1434030,0,0,0,0,0,0,0,0,1,0,0,0,0
48,Bucatini-all-Amatriciana-1025551,0,0,0,0,0,0,0,0,1,0,0,0,0
49,Bucatini-all_Amatriciana-1533075,0,0,0,0,0,0,0,0,1,0,0,0,0
50,Cacio-e-Pepe-1548806,0,0,0,0,0,0,0,0,1,0,0,0,0
51,Cacio-e-Pepe-with-Homemade-Black-Pepper-Fettuccine-1285593,0,0,0,0,0,0,0,0,1,0,0,0,0
52,Caprese-spaghetti-370451,0,0,0,0,0,0,0,0,1,0,0,0,0
53,Casa-Lawrence-and-a-Recipe-for-Spaghetti-Cacio-e-Pepe-_Spaghetti-with-Pecorino-Cheese-and-Black-Pepper_-1050539,0,0,0,0,0,0,0,0,1,0,0,0,0
54,Casarecce-Siciliane-with-Gorgonzola_-Walnuts_-Arugula-and-a-touch-of-cream_-1281023,0,0,0,0,0,0,0,0,1,0,0,0,0
55,Cauliflower-Pizza-Crust-514524,0,0,0,0,0,0,0,0,1,0,0,0,0
56,Cavatappi-with-Sausage-_-Kale-571831,0,0,0,0,0,0,0,0,1,0,0,0,0
57,Cheesy-Gnocchi-and-Sausage-Skillet-1124272,0,0,0,0,0,0,0,0,1,0,0,0,0
58,Cheesy-Italian-Chicken-Bake-1017718,0,0,0,0,0,0,0,0,1,0,0,0,0
59,Cheesy-Italian-Pasta-Bake-1066373,0,0,0,0,0,0,0,0,1,0,0,0,0
60,Cheesy-Lasagna-561559,0,0,0,0,0,0,0,0,1,0,0,0,0
61,Cheesy-Mini-Gnocchi-Skillet-1419042,0,0,0,0,0,0,0,0,1,0,0,0,0
62,Cheesy-Ravioli-and-Italian-Sausage-Skillet-600041,0,0,0,0,0,0,0,0,1,0,0,0,0
63,Cheesy-Skillet-Pizza-Pasta-781467,0,0,0,0,0,0,0,0,1,0,0,0,0
64,Cheesy-Stuffed-Shells-with-Marinara-Sauce-1620336,0,0,0,0,0,0,0,0,1,0,0,0,0
65,Cheesy-flower-power-pasta-bake-303196,0,0,0,0,0,0,0,0,1,0,0,0,0
66,Chef-John_s-Spaghetti-alla-Carbonara-1609645,0,0,0,0,0,0,0,0,1,0,0,0,0
67,Chicago-Style-Deep-Dish-Pizza-791662,0,0,0,0,0,0,0,0,1,0,0,0,0
68,Chicago-Style-Deep-Dish-Pizza-972979,0,0,0,0,0,0,0,0,1,0,0,0,0
69,Chicken-And-Polenta-With-Broccoli-1592452,0,0,0,0,0,0,0,0,1,0,0,0,0
70,Chicken-Bruschetta-Pasta-AllRecipes-37428,0,0,0,0,0,0,0,0,1,0,0,0,0
71,Chicken-Cacciatore-568453,0,0,0,0,0,0,0,0,1,0,0,0,0
72,Chicken-Contadina-_Country-Style-Tuscan-Chicken_-1312051,0,0,0,0,0,0,0,0,1,0,0,0,0
73,Chicken-Meatballs-with-Sundried-Tomato-Cream-Sauce-1679252,0,0,0,0,0,0,0,0,1,0,0,0,0
74,Chicken-Mozzarella-TasteOfHome,0,0,0,0,0,0,0,0,1,0,0,0,0
75,Chicken-Parmesan-Meatballs-1543858,0,0,0,0,0,0,0,0,1,0,0,0,0
76,Chicken-Parmesan-Pasta-1640859,0,0,0,0,0,0,0,0,1,0,0,0,0
77,Chicken-Parmesan-with-Fresh-Tomato-Sauce-1614415,0,0,0,0,0,0,0,0,1,0,0,0,0
78,Chicken-Piccata-1116335,0,0,0,0,0,0,0,0,1,0,0,0,0
79,Chicken-Piccata-1180855,0,0,0,0,0,0,0,0,1,0,0,0,0
80,Chicken-Piccata-979102,0,0,0,0,0,0,0,0,1,0,0,0,0
81,Chicken-Saltimbocca-1079031,0,0,0,0,0,0,0,0,1,0,0,0,0
82,Chicken-_risotto_-With-Lemon-caper-Sauce-1651282,0,0,0,0,0,0,0,0,1,0,0,0,0
83,Chicken-bruschetta-pasta-primavera-297793,0,0,0,0,0,0,0,0,1,0,0,0,0
84,Chicken-piccata-369209,0,0,0,0,0,0,0,0,1,0,0,0,0
85,Chunky-Italian-Chili-1544873,0,0,0,0,0,0,0,0,1,0,0,0,0
86,Clams-with-linguini_-garlic_-and-tomatoes-372029,0,0,0,0,0,0,0,0,1,0,0,0,0
87,Classic-Bolognese-Lasagna-1379479,0,0,0,0,0,0,0,0,1,0,0,0,0
88,Classic-Italian-Lasagna-1511524,0,0,0,0,0,0,0,0,1,0,0,0,0
89,Classic-Lasagna-1007565,0,0,0,0,0,0,0,0,1,0,0,0,0
90,Classic-Ragu-Bolognese-758252,0,0,0,0,0,0,0,0,1,0,0,0,0
91,Classic-Spaghetti-And-Meatballs-1526642,0,0,0,0,0,0,0,0,1,0,0,0,0
92,Clean-Eating-Bruschetta-Quinoa-Bake-1054939,0,0,0,0,0,0,0,0,1,0,0,0,0
93,Copycat-Red-Lobster-Shrimp-Scampi-1421654,0,0,0,0,0,0,0,0,1,0,0,0,0
94,Copycat-Stouffer_s-Lasagna-1097295,0,0,0,0,0,0,0,0,1,0,0,0,0
95,Courgette-And-Herb-Risotto-829979,0,0,0,0,0,0,0,0,1,0,0,0,0
96,Crab-Linguine-970844,0,0,0,0,0,0,0,0,1,0,0,0,0
97,Creamy-Avocado-Pasta-1035588,0,0,0,0,0,0,0,0,1,0,0,0,0
98,Creamy-Basil-Polenta-with-Roasted-Tomatoes-474411,0,0,0,0,0,0,0,0,1,0,0,0,0
99,Creamy-CrockPot-Risotto-574338,0,0,0,0,0,0,0,0,1,0,0,0,0
100,Creamy-Grilled-Chicken-Piccata-608184,0,0,0,0,0,0,0,0,1,0,0,0,0
101,Creamy-Italian-Chicken-Pasta-1008527,0,0,0,0,0,0,0,0,1,0,0,0,0
102,Creamy-Pesto-Caprese-Pasta-Casserole-430549,0,0,0,0,0,0,0,0,1,0,0,0,0
103,Creamy-Prosciutto-Tortellini-1047102,0,0,0,0,0,0,0,0,1,0,0,0,0
104,Creamy-Quinoa-Risotto-1116439,0,0,0,0,0,0,0,0,1,0,0,0,0
105,Creamy-Seafood-Alfredo-1252832,0,0,0,0,0,0,0,0,1,0,0,0,0
106,Creamy-Smoked-Salmon-Pasta-Allrecipes,0,0,0,0,0,0,0,0,1,0,0,0,0
107,Creamy-Tomato-Parmesan-Linguine-with-_or-without_-Peas-and-Prosciutto-_Tomato-Alfredo_-624740,0,0,0,0,0,0,0,0,1,0,0,0,0
108,Creamy-White-Bean-and-Kale-Risotto-Style-Stew-1620532,0,0,0,0,0,0,0,0,1,0,0,0,0
109,Creamy-avocado-pasta-326239,0,0,0,0,0,0,0,0,1,0,0,0,0
110,Creamy-italian-chicken-369767,0,0,0,0,0,0,0,0,1,0,0,0,0
111,Creamy-tomato-basil-pasta-with-chicken-347002,0,0,0,0,0,0,0,0,1,0,0,0,0
112,Crispy-Gnocchi-with-Pistachio-Pesto_-969619,0,0,0,0,0,0,0,0,1,0,0,0,0
113,Crock-Pot-Italian-Chicken-1603421,0,0,0,0,0,0,0,0,1,0,0,0,0
114,Crockin-Lasagna-1540644,0,0,0,0,0,0,0,0,1,0,0,0,0
115,Diane-rossen-worthington_s-penne-with-roasted-broccoli-and-pistachio-gremolata-302532,0,0,0,0,0,0,0,0,1,0,0,0,0
116,Ditalini-Risotto-1690961,0,0,0,0,0,0,0,0,1,0,0,0,0
117,Do-Ahead-Ravioli-Sausage-Lasagna-939890,0,0,0,0,0,0,0,0,1,0,0,0,0
118,Easy-15-Minutes-Lasagna-In-A-Pan-1525006,0,0,0,0,0,0,0,0,1,0,0,0,0
119,Easy-Asparagus-Risotto-1169934,0,0,0,0,0,0,0,0,1,0,0,0,0
120,Easy-Baked-Pasta-with-Chicken-Meatballs_-Marinara_-Pesto-_-Mozzarella-Cheese-682247,0,0,0,0,0,0,0,0,1,0,0,0,0
121,Easy-Cheesy-Manicotti-1007808,0,0,0,0,0,0,0,0,1,0,0,0,0
122,Easy-Classic-Lasagna-985652,0,0,0,0,0,0,0,0,1,0,0,0,0
123,Easy-Fettucine-Alfredo-Allrecipes,0,0,0,0,0,0,0,0,1,0,0,0,0
124,Easy-Gift-Lasagna-1470499,0,0,0,0,0,0,0,0,1,0,0,0,0
125,Easy-Italian-Chicken-Ii-Allrecipes,0,0,0,0,0,0,0,0,1,0,0,0,0
126,Easy-Pasta-Bolognese-1157405,0,0,0,0,0,0,0,0,1,0,0,0,0
127,Easy-Peasy-Homemade-Marinara-Sauce-_with-or-without-meat_-1615967,0,0,0,0,0,0,0,0,1,0,0,0,0
128,Easy-Skillet-Lasagna-1222126,0,0,0,0,0,0,0,0,1,0,0,0,0
129,Easy-Skillet-Lasagna-1337879,0,0,0,0,0,0,0,0,1,0,0,0,0
130,Eggplant-Involtini-457084,0,0,0,0,0,0,0,0,1,0,0,0,0
131,Eggplant-Lasagna-1374458,0,0,0,0,0,0,0,0,1,0,0,0,0
132,Eggplant-Parmesan-628814,0,0,0,0,0,0,0,0,1,0,0,0,0
133,Eggplant-Parmesan-Casserole-470514,0,0,0,0,0,0,0,0,1,0,0,0,0
134,Eggplant-Ricotta-Lasagna-1594688,0,0,0,0,0,0,0,0,1,0,0,0,0
135,Eggplant-Rolatini-1508628,0,0,0,0,0,0,0,0,1,0,0,0,0
136,Eggplant-rollatini-338288,0,0,0,0,0,0,0,0,1,0,0,0,0
137,Extra-Easy-Lasagna-1076061,0,0,0,0,0,0,0,0,1,0,0,0,0
138,Farfalle-Carbonara-with-Pancetta-_-Peas-1624411,0,0,0,0,0,0,0,0,1,0,0,0,0
139,Farfalle-Toscana-1626107,0,0,0,0,0,0,0,0,1,0,0,0,0
140,Fast-_-Easy-Pizza-Dough-1245553,0,0,0,0,0,0,0,0,1,0,0,0,0
141,Fettuccine-Carbonara-1048826,0,0,0,0,0,0,0,0,1,0,0,0,0
142,Fettuccine-alle-Cipolle-513087,0,0,0,0,0,0,0,0,1,0,0,0,0
143,Fettuccine-with-Tomatoes-and-Buratta_-1538006,0,0,0,0,0,0,0,0,1,0,0,0,0
144,Florentine-Lasagna-679983,0,0,0,0,0,0,0,0,1,0,0,0,0
145,Flounder-Piccata-1574288,0,0,0,0,0,0,0,0,1,0,0,0,0
146,Foolproof-Pan-Pizza-777491,0,0,0,0,0,0,0,0,1,0,0,0,0
147,Four-Cheese-Lasagna-1633630,0,0,0,0,0,0,0,0,1,0,0,0,0
148,Fresh-Herb-Risotto-962462,0,0,0,0,0,0,0,0,1,0,0,0,0
149,Fresh-Pasta-Dough-With-Chickpea-Flour-636402,0,0,0,0,0,0,1,0,1,0,0,0,0
150,Fresh-Pasta-With-White-Truffles-1025432,0,0,0,0,0,0,0,0,1,0,0,0,0
151,Fresh-Tomato_-Kale-and-Caper-Berry-Pasta-1685022,0,0,0,0,0,0,0,0,1,0,0,0,0
152,Garden-Vegetable-Lasagna-1310564,0,0,0,0,0,0,0,0,1,0,0,0,0
153,Garlic-Bread-Crusted-Gnocchi-Mac-_-Cheese-379499,0,0,0,0,0,0,0,0,1,0,0,0,0
154,Garlic-Shrimp-Alfredo-1348941,0,0,0,0,0,0,0,0,1,0,0,0,0
155,Garlic-Shrimp-Scampi-1475611,0,0,0,0,0,0,0,0,1,0,0,0,0
156,Garlic-Shrimp-Spaghetti-TasteOfHome,0,0,0,0,0,0,0,0,1,0,0,0,0
157,Garlic-Veggie-_-Herb-Spaghetti-_Low-Carb-_-Gluten-Free_-627274,0,0,0,0,0,0,0,0,1,0,0,0,0
158,Gluten-Free-Lasagna-1226112,0,0,0,0,0,0,0,0,1,0,0,0,0
159,Gluten-Free-Ricotta-Gnocchi-1457190,0,0,0,0,0,0,0,0,1,0,0,0,0
160,GlutenFree-_-LowCarb-Zucchini-Lasagna-1261056,0,0,0,0,0,0,0,0,1,0,0,0,0
161,Gnocchi-With-Spinach-Pesto-And-Caramelised-Leeks-1560521,0,0,0,0,0,0,0,0,1,0,0,0,0
162,Gnocchi-al-Pesto-_Potato-Dumplings-with-Pesto_-624329,0,0,0,0,0,0,0,0,1,0,0,0,0
163,Gnocchi-alla-sorrentina-_Potato-Gnocchi-with-Tomato-Sauce-and-Mozzarella_-1009849,0,0,0,0,0,0,0,0,1,0,0,0,0
164,Gnocchi-with-Bacon-and-Tomato-Martha-Stewart-193428,0,0,0,0,0,0,0,0,1,0,0,0,0
165,Gnocchi-with-Pesto-and-Green-Beans-1439719,0,0,0,0,0,0,0,0,1,0,0,0,0
166,Gnocchi-with-Pesto_-Shrimp-and-Asparagus-1127000,0,0,0,0,0,0,0,0,1,0,0,0,0
167,Gnocchi-with-Sausage-and-Spinach-994892,0,0,0,0,0,0,0,0,1,0,0,0,0
168,Grandma-dilaura_s-italian-ricotta-gnocchi-323048,0,0,0,0,0,0,0,0,1,0,0,0,0
169,Gremolata-Chicken-with-Leek_-Mushroom-and-Parmesan-Risotto-1662192,0,0,0,0,0,0,0,0,1,0,0,0,0
170,Grilled-Rainbow-Tomato-Pizza-1129112,0,0,0,0,0,0,0,0,1,0,0,0,0
171,Grilled-Vegetable-and-Goat-Cheese-Pizza-548477,0,0,0,0,0,0,0,0,1,0,0,0,0
172,Grilled-bruschetta-pizza-335592,0,0,0,0,0,0,0,0,1,0,0,0,0
173,Heirloom-Tomato-and-Greens-Lasagna-1682909,0,0,0,0,0,0,0,0,1,0,0,0,0
174,Homemade-Calzones-With-Italian-Sausage-and-Mozzarella-770426,0,0,1,0,0,0,0,0,1,0,0,0,0
175,Homemade-Pizza-Simply-Recipes-43048,0,0,0,0,0,0,0,0,1,0,0,0,0
176,ITALIAN-STEW-1609640,0,0,0,0,0,0,0,0,1,0,0,0,0
177,Incredible-Italian-Meatballs-1567057,0,0,0,0,0,0,0,0,1,0,0,0,0
178,Italian-Baked-Chicken-Thighs-1498984,0,0,0,0,0,0,0,0,1,0,0,0,0
179,Italian-Beef-Stew-1319246,0,0,0,0,0,0,0,0,1,0,0,0,0
180,Italian-Braised-Chicken-Thighs-1318506,0,0,0,0,0,0,0,0,1,0,0,0,0
181,Italian-Breaded-Pork-Chops-1106820,0,0,0,0,0,0,0,0,1,0,0,0,0
182,Italian-Chicken-1575791,0,0,0,0,0,0,0,0,1,0,0,0,0
183,Italian-Chicken-Bake-1290283,0,0,0,0,0,0,0,0,1,0,0,0,0
184,Italian-Chicken-Cacciatore-Recipe-_-Hunter-Style-Chicken-_-1290172,0,0,0,0,0,0,0,0,1,0,0,0,0
185,Italian-Chicken-Marsala-1290268,0,0,0,0,0,0,0,0,1,0,0,0,0
186,Italian-Chicken-Over-Pasta-1542789,0,0,0,0,0,0,0,0,1,0,0,0,0
187,Italian-Chicken-Parmesan-1290289,0,0,0,0,0,0,0,0,1,0,0,0,0
188,Italian-Chicken-Rice-1220799,0,0,0,0,0,0,0,0,1,0,0,0,0
189,Italian-Chili-1595007,0,0,0,0,0,0,0,0,1,0,0,0,0
190,Italian-Grilled-Chicken-1181402,0,0,0,0,0,0,0,0,1,0,0,0,0
191,Italian-Grilled-Chicken-1330741,0,0,0,0,0,0,0,0,1,0,0,0,0
192,Italian-Herb-Roasted-Chicken-1154748,0,0,0,0,0,0,0,0,1,0,0,0,0
193,Italian-Inspired-Meals-_-Baked-Ziti-with-Seasonal-Inspired-Vegetables-1590229,0,0,0,0,0,0,0,0,1,0,0,0,0
194,Italian-Meatball-Biscuit-Bake-709536,0,0,0,0,0,0,0,0,1,0,0,0,0
195,Italian-Meatball-Tortellini-1243833,0,0,0,0,0,0,0,0,1,0,0,0,0
196,Italian-Meatballs-1259858,0,0,0,0,0,0,0,0,1,0,0,0,0
197,Italian-Meatloaf-Freezer-Meal-1041460,0,0,0,0,0,0,0,0,1,0,0,0,0
198,Italian-One-Step-Casserole-Allrecipes,0,0,0,0,0,0,0,0,1,0,0,0,0
199,Italian-Pizza-Dough-1290269,0,0,1,0,0,0,0,0,1,0,0,0,0
200,Italian-Pork-Cutlet-Florentine-1434296,0,0,0,0,0,0,0,0,1,0,0,0,0
201,Italian-Pork-Roast-1558665,0,0,0,0,0,0,0,0,1,0,0,0,0
202,Italian-Pot-Roast-Simply-Recipes-43027,0,0,0,0,0,0,0,0,1,0,0,0,0
203,Italian-Quinoa-Skillet-Meal-1452165,0,0,0,0,0,0,0,0,1,0,0,0,0
204,Italian-Ribeye-Steak-My-Recipes,0,0,0,0,0,0,0,0,1,0,0,0,0
205,Italian-Rice-Balls-1056547,0,0,0,0,0,0,0,0,1,0,0,0,0
206,Italian-Roast-Beef-I-Allrecipes,0,0,0,0,0,0,0,0,1,0,0,0,0
207,Italian-Roast-Chicken-With-Peppers-And-Olives-1025101,0,0,0,0,0,0,0,0,1,0,0,0,0
208,Italian-Rubbed-Pork-Chops-TasteOfHome,0,0,0,0,0,0,0,0,1,0,0,0,0
209,Italian-Sausage-Lasagna-972944,0,0,0,0,0,0,0,0,1,0,0,0,0
210,Italian-Sausage-Spaghetti-Simply-Recipes-43123,0,0,0,0,0,0,0,0,1,0,0,0,0
211,Italian-Sausage-and-Spinach-Orecchiette-1159455,0,0,0,0,0,0,0,0,1,0,0,0,0
212,Italian-Sausage_-Peppers-and-Noodles-1552170,0,0,0,0,0,0,0,0,1,0,0,0,0
213,Italian-Sausage_-Peppers_-and-Onions-1387009,0,0,0,0,0,0,0,0,1,0,0,0,0
214,Italian-Shrimps-in-Wine-1593836,0,0,0,0,0,0,0,0,1,0,0,0,0
215,Italian-Stuffed-Chicken-Breasts-1290318,0,0,0,0,0,0,0,0,1,0,0,0,0
216,Italian-Style-Meatloaf-1179296,0,0,0,0,0,0,0,0,1,0,0,0,0
217,Italian-Turkey-Quinoa-Meatloaf-1078167,0,0,0,0,0,0,0,0,1,0,0,0,0
218,Italian-Ucceletto-Style-Cannellini-Beans-and-Sausage-1113610,0,0,0,0,0,0,0,0,1,0,0,0,0
219,Italian-Vegetable-Casserole-1610848,0,0,0,0,0,0,0,0,1,0,0,0,0
220,Italian-and-Mexican-Meatballs-with-Sauce-1688328,0,0,0,0,0,0,0,0,1,0,0,0,0
221,Italian-chicken-stew-339172,0,0,0,0,0,0,0,0,1,0,0,0,0
222,Italian_style-Meat-Loaf-My-Recipes,0,0,0,0,0,0,0,0,1,0,0,0,0
223,Kabocha-ravioli-with-a-toasted-hazelnut-cream-sauce-334847,0,0,0,0,0,0,0,0,1,0,0,0,0
224,LAMB-SPAGHETTI-W_-SPINACH-472492,0,0,0,0,0,0,0,0,1,0,0,0,0
225,LaSaGnA-TiMpAnO-1284291,0,0,0,0,0,0,0,0,1,0,0,0,0
226,Lasagna-1621905,0,0,0,0,0,0,0,0,1,0,0,0,0
227,Lasagna-761901,0,0,0,0,0,0,0,0,1,0,0,0,0
228,Lasagna-Alfredo-Allrecipes,0,0,0,0,0,0,0,0,1,0,0,0,0
229,Lasagna-Roll-Ups-1177644,0,0,0,0,0,0,0,0,1,0,0,0,0
230,Lasagna-Roll-Ups-1228092,0,0,0,0,0,0,0,0,1,0,0,0,0
231,Lasagna-Shells-1562658,0,0,0,0,0,0,0,0,1,0,0,0,0
232,Lasagna-bolognese-305344,0,0,0,0,0,0,0,0,1,0,0,0,0
233,Lasagna-with-Meat-Ragu-1684056,0,0,0,0,0,0,0,0,1,0,0,0,0
234,Lavo-Las-Vegas-Italian-Meatball-with-Whipped-Ricotta-1663655,0,0,0,0,0,0,0,0,1,0,0,0,0
235,Lazy-Lasagna-751543,0,0,0,0,0,0,0,0,1,0,0,0,0
236,Lemon-Gnocchi-with-Peas-_-Spinach-1058686,0,0,0,0,0,0,0,0,1,0,0,0,0
237,Lemon-Risotto-1558299,0,0,0,0,0,0,0,0,1,0,0,0,0
238,Lemon-and-Thyme-Risotto-513642,0,0,0,0,0,0,0,0,1,0,0,0,0
239,Lemony-Arugula-Spaghetti-Cacio-e-Pepe-1520821,0,0,0,0,0,0,0,0,1,0,0,0,0
240,Lentil-Bolognese-Recipe---10-Smart-Points-1622819,0,0,0,0,0,0,0,0,1,0,0,0,0
241,Lentil_-Veal-And-Zucchini-Spelt-Pasta-1627660,0,0,0,0,0,0,0,0,1,0,0,0,0
242,Light-Seafood-Piccata-with-Pasta-1611044,0,0,0,0,0,0,0,0,1,0,0,0,0
243,Linguine-Pesto-1407237,0,0,0,0,0,0,0,0,1,0,0,0,0
244,Linguine-With-Pancetta-And-Parmesan-My-Recipes,0,0,0,0,0,0,0,0,1,0,0,0,0
245,Linguine-with-Chicken-Thighs-The-Pioneer-Woman-41417,0,0,0,0,0,0,0,0,1,0,0,0,0
246,Linguine-with-Tomatoes-and-Basil-1259751,0,0,0,0,0,0,0,0,1,0,0,0,0
247,Lions-Mane-Mushroom-Risotto-900190,0,0,0,0,0,0,0,0,1,0,0,0,0
248,Lobster-Pasta-With-Herbed-Cream-Sauce-Epicurious,0,0,0,0,0,0,0,0,1,0,0,0,0
249,Low-Carb-Meatballs-alla-Parmigiana-483102,0,0,0,0,0,0,0,0,1,0,0,0,0
250,Low-Fat-Baked-Ziti-with-Spinach-1571506,0,0,0,0,0,0,0,0,1,0,0,0,0
251,Luscious-Rosa-Lasagna-1337099,0,0,0,0,0,0,0,0,1,0,0,0,0
252,Macaroni-Pasticcio-1005381,0,0,0,0,0,0,0,0,1,0,0,0,0
253,Magnifico_-Skinny-Penne-Alla-Vodka-Sauce-1183638,0,0,0,0,0,0,0,0,1,0,0,0,0
254,Mama-Mancini_s-Meatballs-Martha-Stewart,0,0,0,0,0,0,0,0,1,0,0,0,0
255,Mama_s-Bolognese-Sauce-1584727,0,0,0,0,0,0,0,0,1,0,0,0,0
256,Marcella-Hazan_s-Bolognese-Sauce-1296820,0,0,0,0,0,0,0,0,1,0,0,0,0
257,Marcella-Hazan_s-Bolognese-Sauce-1559718,0,0,0,0,0,0,0,0,1,0,0,0,0
258,Mario-Batali_s-Spaghetti-Aglio-e-Olio-749657,0,0,0,0,0,0,0,0,1,0,0,0,0
259,Mario-batali_s-chicken-thighs-with-garlicky-crumbs-and-snap-peas-302369,0,0,0,0,0,0,0,0,1,0,0,0,0
260,Massimo-Mele_s-summer-carbonara-with-asparagus_-pancetta-and-pecorino-1602597,0,0,0,0,0,0,0,0,1,0,0,0,0
261,Meat-Lasagna-1210886,0,0,0,0,0,0,0,0,1,0,0,0,0
262,Meatballs-with-Ricotta-in-Tomato-Sauce-Simply-Recipes-42695,0,0,0,0,0,0,0,0,1,0,0,0,0
263,Meaty-Lasagna-1047808,0,0,0,0,0,0,0,0,1,0,0,0,0
264,Mediterranean-Vegetable-Spaghetti-1056923,0,0,0,0,0,0,0,0,1,0,0,0,0
265,Midnight-Pasta-With-Garlic_-Anchovy_-Capers-and-Red-Pepper-1459567,0,0,0,0,0,0,0,0,1,0,0,0,0
266,Mushroom-Bolognese-1624417,0,0,0,0,0,0,0,0,1,0,0,0,0
