,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
120,Italian-Stuffed-Peppers-1572750,3300.0,10,8,1200.0,4500.0
121,Stromboli-1024536,2100.0,7,4,600.0,2700.0
122,Eggplant-Cacciatore-1688547,1800.0,16,4,,4500.0
123,Pan-roasted-chicken-with-mushrooms_-onions_-and-rosemary-310034,,6,4,,4500.0
124,Italian-Meatball-Dunkers-1611943,,4,8,,2400.0
125,Spinach-lasagna-rolls-352461,,9,9,,4200.0
126,Pasta-With-Tomatoes_-Capers_-Olives-and-Breadcrumbs-1695969,1800.0,12,4,,1800.0
127,Rustic-Veggie-Lasagna-1706466,,14,7,60.0,60.0
128,Lemon-chicken-pasta-368995,,7,4,,1800.0
129,Succulent-chicken-parmesan-303792,,6,4,,1980.0
130,Avocado-And-Prawn-Risotto-_gluten-free_-1693602,,12,4,,2100.0
131,Creamy-Garlic-Pasta-992572,,10,4,,2100.0
132,The-Best-Damn-Lasagna-on-Earth-1657211,60.0,12,6,60.0,120.0
133,Creamy-caprese-pasta-333554,,7,5,,2400.0
134,Orzo-Cooked-Risotto-Style-with-Shiitake-Mushrooms-and-Garlic-Scapes-1704736,1800.0,12,4,600.0,2400.0
135,One-Pan-Shrimp-Spaghetti-1686962,720.0,12,4,300.0,1020.0
136,Pappardelle-with-Ricotta_-Mint_-Lemon_-and-Fresh-Peas-1701917,,10,4,,1800.0
137,Lasagna-494544,,4,28,,2100.0
138,Cheeseburger-casserole-344585,,12,9,,3000.0
139,Fettuccine-Alfredo-441164,,7,5,,2400.0
140,Creamy-chicken-pasta-florentine-298684,,6,4,,1500.0
141,Italian-Country-Style-Grilled-Shrimp-1699010,,24,4,,2100.0
142,Classic-Italian-Marinara-Meat-Sauce-758318,50400.0,11,4,,50400.0
143,Rolled-Eggplant-Lasagna-1709350,3000.0,10,6,900.0,3900.0
144,One-Pan-Spaghetti-and-Meatballs-1624474,,13,7,,2100.0
145,Amazing-Dutch-Oven-Lasagna-1696078,,7,4,,4200.0
146,Turkey-Scallopini-with-Marsala-Sauce-1696697,,10,4,,2100.0
147,Baked-white-fish-with-pine-nut_-parmesan_-and-basil-pesto-crust-309482,,6,2,,1500.0
148,Speedy-Vegetarian-Pasta-1057752,,5,2,,1500.0
149,Fettuccine-Alfredo-1206617,1200.0,6,4,300.0,1500.0
150,Muffin-Tin-Mini-Lasagnas-1113281,,13,12,,2700.0
151,Penne-Pasta-Skillet-1050171,,5,4,900.0,1980.0
152,Baked-chicken-breasts-stuffed-with-sage-pecan-pesto-and-feta-309612,,6,4,,3600.0
153,Tagliatelle-Bolognese-1641655,,14,4,,4500.0
154,Asparagus_-goat-cheese-and-lemon-pasta-305540,,7,6,,1800.0
155,Lasagna-Roll-Ups-1694924,1800.0,6,4,900.0,2700.0
156,Three-Ingredient-Italian-BBQ-Chicken-746713,,3,4,,1800.0
157,Twenty-Minute-Easy-Tortellini-Bake-1064717,600.0,5,6,600.0,1200.0
158,Baked-chicken-stuffed-with-pesto-and-cheese-309308,,9,2,,4800.0
159,One-Pan-Pasta-1015333,,8,4,,1500.0
160,Easy-Pizza-Casserole-1181730,,7,7,,3000.0
161,Bolognese-with-Barolo-and-Black-Pepper-Sauce-1705558,,22,5,,4500.0
162,Spaghetti-Bolognese-1684057,,14,4,,2700.0
163,Chicken-carbonara-296564,,7,4,,1500.0
164,Gnocchi-Poutine-with-Short-Rib-Ragu-and-Gremolatta-Closet-Cooking-54964,,4,1,,1200.0
165,Baked-Parmesan-Chicken-627836,,6,4,,4500.0
166,Pappardelle-Pasta-Bolognese-1706360,,14,4,,3600.0
167,Skinny-Bruschetta-Chicken-966952,,8,4,,3300.0
168,Garlic-Parmesan-Chicken-1065643,,6,4,,1800.0
169,Mushroom-Risotto-With-Dried-Porcini-Mushrooms-1709092,,17,2,,2700.0
170,Spaghetti-with-garlic-scape-pesto-with-tomatoes-352144,,5,6,,1200.0
171,Penne-Alla-Vodka-1700453,,12,5,,2400.0
172,Homemade-Italian-Vegan-Balls-1695779,1800.0,15,14,1800.0,3600.0
173,Perfect-Pizza-Dough-1112626,,4,4,,3300.0
174,Easiest-pasta-and-broccoli-352038,,7,6,,2100.0
175,VEGETARIAN-CARBONARA-with-zucchini-1684835,,12,4,1800.0,1800.0
176,Pasta-with-tuna-and-tomato-sauce-300538,2100.0,8,7,300.0,2400.0
177,Spaghetti-squash-lasagna-351966,,5,4,,3000.0
178,Moms-Lasagna-1619329,,9,20,,4200.0
179,Italian-Quinoa-1549909,,7,4,,4200.0
180,COWBOY-LASAGNA-1633539,3300.0,8,12,1200.0,4500.0
181,Leek-And-Mushroom-Risotto-1058755,,9,4,,2700.0
182,Caprese-Pesto-Penne-1363790,,9,4,,1800.0
183,Italian-Sausage-Tortellini-Bake-1640569,2280.0,5,2,,2280.0
184,Chorizo-Ragu-With-Spaghetti-1709048,,13,4,,4500.0
185,Parmesan-Crusted-Tilapia-518163,720.0,7,4,300.0,1200.0
186,Sausage-and-Peppers-Polenta-Bowls-1694297,,13,4,,2400.0
187,Bruschetta-Stuffed-Balsamic-Chicken-1642298,3000.0,11,6,600.0,3600.0
188,Spinach-and-Ricotta-Cannelloni-_Manicotti_-1629853,1200.0,8,4,,1200.0
189,Mozzarella-Chicken-Pasta-Bake-1175862,1560.0,7,4,600.0,2160.0
190,Parmesan-Chicken-with-Garlic-and-Herbs-571591,,6,4,,3900.0
191,Bertolli-creamy-fettuccine-primavera-303789,,5,4,,1500.0
192,The-Best-Make-Ahead-Lasagna-1707542,34800.0,20,12,600.0,35400.0
193,One-Pot-Baked-Ziti-1642943,,12,6,,2100.0
194,Italian-Sausage-Rigatoni-983301,,7,4,,1800.0
195,Easy-pasta-bake-307962,,8,7,,3900.0
196,Caprese-Grilled-Chicken-with-Balsamic-Reduction-1142646,,6,6,,1500.0
197,Spicy-sausage-and-sweet-pepper-pizza-309071,,12,8,,3000.0
198,Risotto-Alla-Milanese-1683129,,9,4,,2400.0
199,Chicken-Parmesan-Baked-Ziti-684817,,6,7,,3000.0
200,One-Pot-Stovetop-Lasanga-1145834,,9,7,,3000.0
201,Baked-Penne-1118216,,4,7,300.0,1500.0
202,Easy-Shrimp-Fettuccine-Alfredo-1640218,,13,4,,2700.0
203,Spaghetti-Carbonara-622482,900.0,8,4,300.0,1200.0
204,Lasagna-Pasta-Pies-1686049,,7,1,1800.0,3000.0
205,Pasta-with-roasted-broccoli-with-garlic-and-oil-351992,,7,4,,2400.0
206,Red-Pepper-Risotto-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41326,,10,8,600.0,3600.0
207,Skillet-Lasagna-1596260,1800.0,7,6,300.0,2100.0
208,Chicken-and-Broccoli-Pasta-with-Sun-Dried-Tomato-Cream-Sauce-961882,1800.0,13,4,1200.0,3000.0
209,Baked-Pesto-Chicken-1091173,,5,4,,3300.0
210,Garlic-butter-pasta-with-spinach-and-parmesan-305618,900.0,6,4,600.0,1500.0
211,Prosciutto-and-arugula-pizza-308003,,6,4,,3600.0
212,Portabella-Bolognese-1706318,,20,4,,4200.0
213,Classic-Bolognese-Sauce-1687441,,14,8,,4200.0
214,Olive-Garden-Alfredo-Pasta-1026569,1500.0,8,4,,1500.0
215,Ligurian-Pasta-Trenette-The-Shiksa-Blog-46276,,6,6,900.0,900.0
216,Spaghetti-with-sauteed-chicken-and-grape-tomatoes-352592,,10,4,,2100.0
217,Total-Choice-Spinach-Stuffed-Chicken-995251,,6,4,,2400.0
218,Sausage_-Peppers_-and-Onions-Simply-Recipes-42554,,12,4,,3000.0
219,Barbecue-chicken-pizza-369161,,7,4,,1800.0
220,Easy-Oven-Baked-Parmesan-Crusted-Tilapia-894460,720.0,7,4,600.0,1320.0
221,Easy-Chicken-Cacciatore-CBC-Best-Recipes-Ever-575290,,13,4,,4800.0
222,Italian-Tin-Foil-Dinners-1697869,900.0,13,4,900.0,1800.0
223,Bay-Scallop-Risotto-with-Prosciutto-1692909,1500.0,12,4,600.0,2100.0
224,Shrimp-Pasta-with-Cilantro-Pesto-1177993,900.0,5,6,600.0,1500.0
225,4-Ingredient-Pizza-Bake-631418,,5,4,,2100.0
226,Lasagna-997918,,14,8,2700.0,2700.0
227,Stuffed-green-peppers-with-brown-rice_-italian-sausage_-and-parmesan-309397,,11,4,,3900.0
228,Easy-Meatball-1013573,1500.0,6,16,900.0,2400.0
229,One-Pot-Gnocchi-with-Spinach-and-Chicken-1108802,,13,4,,2700.0
230,Spicy-Sausage-and-Pepperoni-Pizza-1003048,780.0,5,4,600.0,1380.0
231,Feta-_-Spinach-Stuffed-Chicken-Breast-1013288,,7,6,,2700.0
232,Savory-shrimp-risotto-304301,,10,4,,3000.0
233,Easy-penne-pasta-with-balsamic-sweet-potatoes_-baby-arugula-_or-spinach_-and-parmesan-309254,,8,4,,2700.0
234,Whole-wheat-pasta-with-arugula_-gorgonzola_-and-walnuts-333899,,6,4,,1800.0
235,Spinach-Avocado-Pasta-1000834,,7,4,,1500.0
236,White-Pizza-1008772,780.0,6,4,600.0,1380.0
237,Simple-Spaghetti-502089,,6,2,900.0,900.0
238,Pasta-With-Tomatoes_-Capers_-Olives-and-Breadcrumbs-1693270,1800.0,12,4,,1800.0
239,Baked-ziti-334560,,11,7,,3600.0
240,Chicken-Cacciatore-_Hunter-Style-Chicken_-Simply-Recipes-43136,4200.0,12,5,600.0,4800.0
241,Grilled-Caprese-Chicken-1124525,,9,4,,1800.0
242,Eggplant-_-Zucchini-Lasagna-1703730,,16,4,,2400.0
243,Best-Basic-Pizza-Dough-1183701,,6,4,,3900.0
244,Pasta-with-Italian-Chicken-Sausage_-Escarole-and-Beans-1697653,,12,4,,2100.0
245,Slow-Cooker-Vegetarian-Lasagna-1538259,,5,7,,3300.0
246,Penne-Pasta-with-Sun-dried-Tomato-Cream-Sauce-1037252,900.0,8,7,600.0,1500.0
247,Low-Carb-Grain-Free-Zucchini-Lasagna-1686402,2400.0,18,16,1500.0,3900.0
248,Homemade-Spaghetti-Sauce-1331797,7200.0,15,4,1200.0,8400.0
249,Pasta-with-Buttered-Sour-Cream-and-Bacon-Sauce-480878,,6,4,,1500.0
250,Super-Simple-Italian-Pasta-Piselli-_pasta-with-peas_-1638681,,6,4,,4200.0
251,20-Minute-Lemon-Pesto-Penne-543267,,8,4,,1500.0
252,Easy-Weeknight-Rigatoni-with-Beef-Marinara-1185468,900.0,5,4,300.0,1200.0
253,Spaghetti-_or-other-pasta_-and-Meatballs-1705257,,19,6,,5400.0
254,Creamy-Pesto-Pasta-793523,,6,6,,1500.0
255,Creamy-Brussels-Sprout-_-Italian-Sausage-Fettuccine-1705052,1800.0,9,4,900.0,2700.0
256,Quick-Crab-Pasta-Sauce-1702133,1500.0,12,4,,1500.0
257,Nannys-Italian-Stuffed-Peppers-1703102,5400.0,12,6,900.0,6300.0
258,Grilled-Chicken-Buffalo-Pasta-929729,,5,4,,1500.0
259,Pastor-Ryans-Bolognese-Sauce-502094,,15,8,,3900.0
260,Chicken-Pizzaiola-470588,,5,4,,2100.0
261,Turkey-stuffed-zucchini-352552,,18,4,,4800.0
262,Chicken-florentine-bowtie-pasta-334939,,10,8,,3600.0
263,Bucatini-alAmatriciana-1455444,3000.0,11,5,900.0,3900.0
264,Whole-wheat-Caramelized-onion-bacon-pizza-1078205,,5,8,,1200.0
265,Roasted-Garlic-Italian-Grilled-Chicken-1207311,,3,4,,1800.0
266,Asparagus_-Mint-and-Lemon-Risotto-1706992,,17,8,,3600.0
267,Italian-baked-tilapia-303411,,5,4,,1800.0
268,Elaines-Fettuccine-Alfredo-1616363,,8,6,,1500.0
269,Italian-Halibut-1290339,,9,4,,2100.0
270,30-Minute-One-Pot-Chicken-_-Pasta-1193123,1500.0,16,4,300.0,1800.0
271,Spaghetti-Aglio-e-Olio-1524948,480.0,8,4,120.0,600.0
272,Salmon-with-creamy-alfredo-sauce-299142,,7,4,,2100.0
273,Knorr-roasters-garlic-parmesan-chicken-with-italian-herb_-onions-_-peppers-297411,,4,4,900.0,3000.0
274,Mushroom-Pasta-Martha-Stewart-197322,,5,6,,2400.0
275,Italian-Pasta-with-Tomato-_-Basil-1628537,1200.0,6,4,1200.0,2400.0
276,Chicken-alfredo-with-plum-tomatoes-298775,,6,4,,1500.0
277,Penne-Bolognese-1667980,2100.0,13,6,900.0,3000.0
278,Pssssttttt-Its-Made-In-A-Skillet_-1596698,,9,4,,2400.0
279,Garlic-penne-alfredo-with-sun-dried-tomatoes-299172,,7,6,,1800.0
280,Chicken-Piccata-1508871,1200.0,13,4,900.0,2100.0
281,Easy-Slow-Cooker-Chicken-Drumsticks-Italian-Style-1642577,21600.0,9,6,600.0,22200.0
282,Zucchini-Lasagna-1573004,,13,4,,5400.0
283,Fresh-Rigatoni-with-Bolognese-Sauce-Martha-Stewart,,12,6,,5400.0
284,One-Pan-Spring-Tuscan-Quinoa-Bake_-1684942,,21,5,,600.0
285,Pasta-alla-Carbonara-1168874,,7,4,,2400.0
286,How-To-Make-Risotto-601161,,7,5,,2700.0
287,Black-pepper-and-parmesan-ricotta-gnocchi-334244,,7,3,,3000.0
288,Easy-Calzones-1582781,1200.0,14,4,1200.0,2400.0
289,Cheesy-Spaghetti-466509,,8,4,,1800.0
290,Crispy-Lemon-Chicken-Pasta-1064170,,12,4,,1800.0
291,Basic-Pizza-Dough-Martha-Stewart-193867,,7,24,,2700.0
292,Italian-crescent-casserole-351173,,5,4,,2400.0
293,Italian-Sausage-and-Pasta-with-Tomato-Cream-Sauce-1039571,,8,4,,1500.0
294,Baked-Chicken-Parmesan-574315,2100.0,7,4,600.0,2700.0
295,Fried-Ravioli-494617,,6,4,,1800.0
296,Chicken-Parmigiana-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41311,2700.0,14,6,900.0,3600.0
297,Sicilian-Pizza-1622246,1500.0,5,16,900.0,2400.0
298,Easy-Everyday-Pizza-Dough-1010067,1500.0,6,8,3000.0,4500.0
299,Buttery-Chicken-_Scampi_-Pasta-912891,,11,4,,1800.0
300,Creamy-Shrimp-and-Mushroom-Pasta-1027974,1800.0,9,4,,1800.0
301,Fettuccine-alfredo-349298,,5,4,,2100.0
302,Copy-Cat-Recipe---Olive-Garden-Five-Cheese-Ziti-Al-Forno-1274142,,7,4,,3000.0
303,Caprese-Meatballs-_Low-Carb-_-Gluten-Free_-483036,,10,16,,2100.0
304,Classic-Cheesy-Stuffed-Sausage-Pasta-Bake-532592,,7,8,900.0,2700.0
305,Stuffed-Ricotta-Shells-1582302,,12,4,,3600.0
306,Slow-cooker-pesto-spinach-lasagna-310218,,8,8,,3000.0
307,Pizza-Margherita-_Tomato_-Basil_-and-Mozzarella-Pizza_-442310,,6,16,,3300.0
308,Herbie-Likes-Spaghetti-1705428,,9,4,,4500.0
309,Baked-Ziti-1185374,,7,4,,3900.0
310,Cacio-e-Pepe-747965,900.0,4,4,600.0,1500.0
311,Spaghetti-With-Brussels-Sprouts-And-Pancetta-Cream-1703689,,11,4,,3300.0
312,Chicken-marsala-351447,1800.0,13,4,600.0,2400.0
313,Lobster-Risotto-1683130,,11,4,,3600.0
314,Chicken-Parmesan-512789,3000.0,9,4,1200.0,4200.0
315,Creamy-shrimp-risotto-303740,,10,4,,3000.0
316,Pepperoni-Pizza-Cauliflower-Casserole-_Low-Carb-and-Gluten-Free_-483101,,9,4,,2400.0
317,Baked-Spaghetti-Frittata-With-Broccoli-Rabe-And-Smoked-Mozzarella-569860,2700.0,7,6,1200.0,3900.0
318,Red-wine-_-goat-cheese-risotto-with-caramelized-mushrooms-333315,,11,4,,2400.0
319,Ricotta-and-Basil-Manicotti-1620186,1500.0,7,5,1200.0,2700.0
320,Amazing-Bolognese-Sauce-1690213,7200.0,16,6,600.0,7800.0
321,Roasted-Red-Pepper-Pasta-Bake-1054600,,6,4,,1800.0
322,Manicotti-with-Cheese-Filling-1640613,,8,4,,3900.0
323,Penne-alla-vodka-308027,,14,5,,3300.0
324,Lemon-Risotto-1681182,,11,4,,3600.0
325,Pasta-Puttanesca-The-Pioneer-Woman-203466,1200.0,10,6,300.0,2100.0
326,5-Ingredient-Italian-Sausage-and-Kale-Baked-Ziti-940232,2700.0,7,7,300.0,3000.0
327,Grilled-Tuscan-Chicken-with-Rosemary-and-Lemon-Martha-Stewart,,7,4,2100.0,3600.0
328,Low-fat-baked-ziti-with-spinach-352057,,13,8,,3600.0
329,Easy-beef-lasagna-304084,,7,10,,3900.0
330,Barley-Risotto-with-Asparagus-and-Lemon-1672096,,11,4,,3000.0
331,Easy-italian-baked-chicken-350989,,4,4,,2100.0
332,Balsamic-Rosemary-Chicken-Breast-1046646,,7,4,,2700.0
333,Pork-Saltimbocca-with-White-Wine-Sauce-1703791,,15,4,,2400.0
334,Pasta-with-Tomato-Bacon-Sauce-450728,,7,4,,2100.0
335,Baked-Salmon-with-Parmesan-Herb-Crust-1060847,900.0,4,5,120.0,1020.0
336,Grilled-Pasta-Packets-1688730,600.0,9,4,900.0,1500.0
337,Classic-Fettuccine-Alfredo-1064570,,7,4,,1200.0
338,Cacio-e-Pepe-1596148,,6,4,,1500.0
339,Baked-Ziti-with-Sausage-1455755,0.0,6,7,1800.0,5400.0
340,Linguine-with-White-Clam-Sauce-1683629,,9,4,2700.0,2700.0
341,Rosemary-Chicken-with-Mushrooms-and-Caramelized-Onions-1065164,1500.0,10,4,1200.0,2700.0
342,Best-Ever-Homemade-Spaghetti-Sauce-1001297,,13,4,,4200.0
343,Low-Carb-Cauliflower-Pizza-Crust-895582,2100.0,6,40,600.0,2700.0
344,Easy-Lasagna-Bake-with-Penne-Pasta-1630680,,11,4,,3900.0
345,Spaghetti-with-Cheese-and-Pepper-_Spaghetti-Cacio-e-Pepe_-1019975,,6,4,,2100.0
346,Italian-Chicken-Sausage-Quinoa-Bowl-1647322,1200.0,8,2,600.0,1800.0
347,Super-fast-pasta-bake-370076,,6,4,,4800.0
348,Cacio-e-Pepe-1548804,,6,4,,1500.0
349,Slow-Cooker-Spaghetti-Bolognese-1611122,,16,9,,2700.0
350,Manicotti-1609010,2700.0,9,4,1800.0,4500.0
351,Spaghetti-alla-Carbonara-902641,,7,5,,900.0
352,Spaghetti-with-lemony-anchovy-sauce-334312,,8,2,,1800.0
353,Italian-Braised-Chicken-Pasta-1592560,,6,4,,1800.0
354,Mushroom-Carbonara-1005762,,9,4,,1800.0
