,id,Asian,Barbecue,Filipino,Hawaiian,Kid-Friendly,Korean,Main Dishes,Spring,Summer,Sunday Lunch,Thai,Vietnamese,Winter
17,Chicken-Satay-with-Peanut-Noodles-513555,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
18,Thai-Basil-Pork-_Pad-gkaprow-mu_-1352112,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
19,Shogayaki-Chicken-1617970,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
20,Peanut-Chicken-Satay-1576909,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
21,Korean-Fried-Chicken-1629948,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
22,Asian-Style-Pork-Chops-with-Rice-Pilaf-1013819,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
23,Thai-Red-Curry-with-Shrimp-and-Rice-Noodles-1633224,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
24,Szechuan-Beef-Noodles-1596163,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
25,Stir-fried-Steak-and-Tomatoes-over-Noodles-1591527,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
26,Thai-Sweet-Chili-Glazed-Salmon-746851,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
27,Shrimp-Curry-in-Creamy-Coconut-Sauce-1632657,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
28,Dakbokkeumtang---Korean-Spicy-Chicken-Stew-1617919,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
29,Thai-Fried-Rice-with-Shrimp-and-Chili-Peppers-1209928,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
30,Lemongrass-Shrimp-497134,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
31,Stir-Fried-Swiss-Sauce-Chicken-Udon-1618974,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
32,Easy-Spicy-Thai-Slow-Cooker-Chicken-AllRecipes,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
33,Steamed-Cod-with-Ginger-and-Scallions-1444042,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
34,Kung-Pao-Pork-1182218,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
35,Zoodle-Pad-Thai-682706,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
36,Asparagus-Stir-Fry-with-Sesame-Miso-Sauce-1573180,1,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
37,Hoisin-Glazed-Chicken-Kebabs-1128950,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
38,Shiitake-Veggie-Stir-Fry-1552638,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
39,Grilled-sriracha-sesame-turkey-meatballs-309352,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
40,Kare-Kare-1221560,1,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
41,Bangus-Kebobs-with-Peanut-Sauce-1648217,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
42,Slow-Cooker-Korean-BBQ-Sauce-w_-Pork_-Chicken-or-Beef-1098554,1,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
43,Thai-Coconut-Lime-Stir-Fry-With-Chicken-1522224,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
44,Spicy-Fried-Rice-1042862,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
45,Korean-Slow-Cooker-Pork-Chops-Allrecipes,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
46,Grilled-Tofu-with-Crispy-Shallots-514223,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
47,Korean-Fried-Chicken-513179,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
48,Beef-Bulgogi-AllRecipes,1,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
49,Asian-Orange-Chicken-1609220,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
50,Thai-Peanut-Sauce-Recipe-with-Chicken-and-Veggies-1178131,1,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
51,Beef-and-Vegetable-Lo-Mein-966668,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
52,Korean-Curry-Rice-902865,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
53,Lamb-Massaman-Curry-1583176,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
54,Whole-Roasted-Green-Curry-Chicken-in-Coconut-Milk-1632639,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
55,Honey-Garlic-Crunch-Chicken-Tenders-966296,1,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
56,15-Minute-Ginger-Shrimp-Stir-Fry-597126,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
57,Asian-Beef_-Broccoli_-and-Cabbage-Stir-Fry-1558483,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
58,Ginger-soy-tilapia-372741,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
59,Asian-Inspired-Chili-Garlic-Noodles-1561685,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
60,Chicken-Teriyaki-Stir-Fry-1668185,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
61,Sesame-Ginger-Salmon-and-Vegetables-1576254,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
62,Stir-fry-Lamb-With-Chilli-And-Mint-1565075,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
63,Veggie-Ramen-Stir-Fry-1624790,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
64,Pancit-Bihon-496824,1,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
65,Sesame-and-Peanut-Butter-Stir-Fry-I-Adore-Food_-198311,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
66,Thai-Peanut-Curry-Noodles-1069809,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
67,Chicken-Vermicelli-My-Recipes,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
68,Fried-Tofu-with-Spicy-Ginger-Sesame-Sauce-1596249,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
69,Vegan-Orange-_Chicken_-over-Rice-_Awesome-Plant-Based_-Gluten-Free-Meal_-992592,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
70,Korean-Rice-Cakes-with-Spicy-Turkey-Ragu-and-Bok-Choy-1028964,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
71,Sesame-Beef-And-Broccoli-1582592,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
72,Easy-Korean-BBQ-1100633,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
73,Thai-Chicken-over-Rice-1625079,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
74,Tofu-Satay-With-Peanut-Sauce-_Vegan_-1595613,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
75,Vegan-Chow-Mein-with-Gluten-Free-Zucchini-Noodles-_-Marinated-Tofu-1662366,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
76,Ramen-Stir-Fry-1029064,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
77,Chili-Crab-1195522,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
78,Ground-Beef-Curly-Noodle-Allrecipes,1,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
79,Fire-Chicken-1016518,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
80,Basil-Chicken-_Gai-Pad-Krapow_-480521,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
81,Flaky-Coconut-Tofu-with-Creamy-Chard-Jasmine-Rice-1624288,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
82,_-Cilantro-Coconut-Cream-Chicken-_-My-Recipe-_-1602976,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
83,Thai-Coconut-Buddha-Bowls-1586596,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
84,Korean-BBQ-Short-Ribs-1572494,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
85,Baked-Sweet-_-Sour-Chicken-1548245,1,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
86,Pepper-Chicken-Dry-recipe_-Peas-Garlic-Fried-Rice-1593298,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
87,Shrimp-Fried-Rice-1106331,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
88,Pancit-1082082,1,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
89,Potstickers-1517523,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
90,Flaky-Coconut-Tofu-with-Creamy-Chard-Jasmine-Rice-1636206,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
91,Sweet-Chili-Shrimp-1468384,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
92,Honey-Soy-Tofu-1383548,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
93,Korean-Bulgogi-Pork-1468559,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
94,Crockpot-Thai-Peanut-Chicken-771903,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
95,Miso-Sriracha-glazed-salmon-1621951,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
96,Chicken-Pad-Thai-Zoodles-1531806,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
97,Honey-Sriracha-Mongolian-Beef-with-Rice-Noodles-1258884,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
98,Asian-Garlic-Chicken-1240488,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
99,Quick-and-Easy-Beef-and-Pepper-Stir-fry-1498220,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
100,Japanese-Soy-Balsamic-Braised-Chicken-1563186,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
101,Elise_s-Sesame-Noodles-772013,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
102,Asian-Style-Barbecue-Chicken-894441,1,1.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0
103,Oven-Grilled-Char-Siew-_-Chinese-Barbecue-Pork-_-643698,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
104,Sweet-And-Sour-Pork-1299223,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
105,Korean-Braised-Tofu-579646,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
106,Garlic-Ginger-Chicken-with-Sesame-Noodles-1311016,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
107,Vietnamese-Lemongrass-Chicken-_Ga-Xao-Sa-Ot_-1045956,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
108,Pad-Prik-King-1202500,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
109,Curry-Bamboo-Charcoal-Ramen-Noodles-Recipe--1630136,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
110,Chili-Chicken-902880,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
111,Shrimp-and-Broccoli-Stir-Fry-1319913,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
112,Crock-pot-asian-pork-with-mushrooms-352116,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
113,Shrimp-Thai-Green-Curry-1620370,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
114,Massaman-Curry-With-Turkey-Meatballs-1655941,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
115,Vietnamese-Caramelized-Shrimp-1574189,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
116,Spicy-Shrimp-with-Soy-Sauce-1574211,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
117,Thit-Kho-_Vietnamese-Caramelized-Braised-Pork-and-Eggs_--1611530,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
118,Spicy-Korean-Pork-Skewers-1004287,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
119,Pei-Wei-Spicy-Chicken-1431612,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
120,Hoisin-Glazed-Salmon-578017,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
121,Thai-Peanut-Chicken-Zoodle-Bowl-1529993,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
122,Asian-Chicken-And-Water-Chestnut-Patties-Epicurious,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
123,Thai-Steak-Tacos-1025385,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
124,Korean-Style-Short-Ribs-457649,1,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
125,P_F_-Chang_s-Orange-Peel-Chicken-1592076,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
126,Crockpot-Crispy-Orange-Chicken-910983,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
127,Asian-Style-Chicken-and-Pasta-1434889,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
128,Chicken-and-Basil-Stir-Fry-Martha-Stewart-193861,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
129,Teri-Tips-Allrecipes,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
130,Spicy-Kale-and-Coconut-Stir-Fry-597101,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
131,Pork-Fried-Rice-1523442,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
132,Seared-Shrimp-With-Chard_-Chiles-and-Ginger-779126,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
133,Beef-_-Green-Bean-Stir-Fry-1007627,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
134,Spicy-Crispy-Beef-1605810,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
135,Kolkata-Style-Spicy-Chili-Chicken-969387,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
136,Pork-Ginger-Potstickers-1279914,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
137,Bok-Choy-and-Shiitake-Mushroom-Stir-Fry-1202802,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
138,Green-Vegetable-Curry-Martha-Stewart-198050,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
139,Sweet-and-Sour-Meatballs-1313823,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
140,Chrong-Chomnei-Jrok-Oeng-_Cambodian-Style-Ginger-Lemongrass-Baby-Backs_-440810,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
141,Healthy-Slow-Cooker-Teriyaki-Chicken-1567061,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
142,Chicken-Noodle-Stir-fry-1299221,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
143,Seared-Scallops-With-Citrus-Ginger-Sauce-My-Recipes,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
144,SIMPLE-UDON-NOODLE-BOWL-1181278,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
145,Shrimp-and-Asparagus-Stir-Fry-1556823,1,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
146,Pork-Steak_-Re-imagined-628155,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
147,Keto-Crispy-Sesame-Beef-1036204,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
148,Spicy-Griddled-Tofu-Steaks-1027011,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
149,Thai-Style-Fried-Chicken-1619385,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
150,Crusted-Tuna-with-Sesame-Tahini-Red-Cabbage-1646371,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
151,Vietnamese-Ground-Pork-In-Tomato-Sauce-636136,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
152,Ginger-soy-marinated-flank-steak-326213,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
153,Thai-Combination-Fried-Rice-1496893,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
154,Oven-Baked-Korean-Fried-Chicken-1078745,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
155,Beef-and-Peppers-Stir-fry-in-Black-Bean-Sauce-575060,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
156,Thai-Basil-Stir-Fry-1297539,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
157,Cheater-Korean-Beef-1021515,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
158,Ginger-Soy-Steamed-Cod-927750,1,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
159,Soy-Glazed-Tuna-Steaks-with-Baby-Bok-Choy-1259052,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
160,Thai-style-Pork-And-Hokkien-Noodle-Stir-fry-1588977,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
161,Slow-Cooker-Asian-Short-Ribs-1601693,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
162,Spicy-Ginger-Beef-_-Bok-Choy-530479,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
163,Mu-shu-chicken-patties-with-seared-napa-cabbage-349030,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
164,Spicy-Chili-Chicken-1187902,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
165,Sesame-Beef-1604892,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
166,Shrimp-Stir-Fry-Lo-Mein-Noodles-1622898,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
167,Vegetarian-stir-fried-millet-344655,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
168,Asian-fish-pancakes-346478,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
169,Scrambled-Tofu-Buckwheat-Bowls-1561369,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
170,Teriyaki-mushroom-sauce-with-grilled-salmon-315086,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
171,Grilled-Chicken-Skewers-with-Asian-Flavors-1039401,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
172,Thai-Grilled-Salmon-with-Coconut-Sambal-_Easy__-1289397,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
173,Slammin_-Salmon-1605309,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
174,Hoisin-Pork-and-Pepper-Stir-Fry-1525526,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
175,Easy-Weeknight-Chicken-Fried-Rice-1287424,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
176,Vietnamese-Aromatic-Lamb-Chops-Allrecipes,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
177,Gai-Yang---Thai-Grilled-Chicken-_Gluten-free_-Perfect-Health-Diet_-Paleo_-Primal_-Whole30-friendly_-1631870,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
178,Asian-Flank-Steak-1082560,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
179,Asian-Peanut-Noodles-1190036,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
180,Kimchi-Stew-_Kimchi-Jigae_-1541600,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
181,Stir-Fried-Sesame-Shrimp-and-Spinach-1334100,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
182,Panang-Chicken-Breast_-_Panang-Oak-Gai_-1585802,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
