,id,Asian,Barbecue,Filipino,Game Day,Hawaiian,Jamaican,Kid-Friendly,Korean,Main Dishes,Passover,Spring,Summer,Sunday Lunch,Thai,Vietnamese
46,Sinigang-na-Hito-sa-Miso-1110852,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
47,Thai-Basil-Chicken-Recipe-_pad-Kra-Pao-Gai-_-597480,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
48,Fresh-Thai-Paste-For-Curries-1693830,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
49,Spicy-Garlic-Shrimp-with-Coconut-Rice-Simply-Recipes-42928,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
50,Asian-Salmon-Steaks-472675,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
51,Whole-Wheat-Pasta-with-Tofu-and-Cucumber-1680160,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0
52,Authentic-Mongolian-Beef-Copycat-Recipe-Like-PF-Chang_s-1461466,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
53,Asian-Style-Beef-_-Broccoli-1017812,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
54,Galbi-jim-334394,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
55,Shoyu-Chicken-1300542,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
56,How-To-Make-Pork-Dumplings-1008479,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
57,Ginger-Citrus-Tofu-Power-Bowl-With-Bok-Choy-and-Cashews-_Vegan_-1681610,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
58,Moms-Mutton-Chops-Curry-1689192,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
59,Pork-Sinigang-AllRecipes,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
60,Roasted-tofu-with-ginger-garlic-marinade-344725,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
61,Oriental-style-Chicken-530555,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
62,Slow-Cooker-Beef-and-Broccoli-1049474,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
63,Cedar-Planked-Salmon-Allrecipes,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
64,Coconut-Soba-Noodle-Bowls-1679816,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
65,Slow-Cooker-Honey-Garlic-Chicken-1180551,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
66,Beef-Lo-Mein-1638012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
67,Sesame-Honey-Chicken-1576910,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
68,Low-sugar-_or-sugar-free_-teriyaki-chicken-310060,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
69,Beef-Donburi-with-Shiso-Garlic-Soy-Sauce-1643037,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
70,Slow-Cooker-Korean-Style-Barbecue-Pork-1068368,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
71,Stir-Fry-Sesame-Chicken-_-Vegetables-1588553,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
72,Vietnamese-Meatballs-recipe-85-calories-781517,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
73,Tofu-in-peanut-sauce-crockpot-310375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
74,Honey-Soy-Glazed-Salmon-with-Bok-Choy-597064,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
75,Pork-Chops-with-Lemongrass-_Vietnamese-style_-1662319,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
76,Baked-Asian_style-Honey-Chicken-Allrecipes,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
77,Sticky-Pork-1586350,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
78,Mahogany-Chicken-Wings-Allrecipes,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
79,Beef-and-broccoli-_slow-cooker_-351176,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
80,Spicy-Thai-Peanut-Noodles-1253474,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
81,Vietnamese-Style-Grilled-Lemongrass-Pork-786246,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
82,Korean-Steak-513239,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
83,Thailand-Panang-Curry-with-Chicken-1425322,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
84,Easy-Spicy-Korean-Pork-for-Dummies-1183484,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
85,Momo-Dumplings-682220,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
86,Sesame-Ginger-Salmon-573945,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
87,Asian-Glazed-Salmon-1600325,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
88,Korean-Braised-Tofu-1055571,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
89,Korean-Style-Short-Ribs-458293,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
90,Korean-Beef-_-Broccoli-1069042,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
91,Beef-Lo-Mein-1690286,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
92,Grilled-wasabi-honey-shrimp-346314,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
93,Spinach_-Tofu-and-Sesame-Stir-Fry-770048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
94,Sesame-Chicken-with-Quinoa-995607,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
95,Cod-and-Pepper-Stir-Fry-with-Orange-Sauce-1689698,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
96,6-Ingredient-Lamb-and-Cashew-Curry-1578687,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
97,Asian-BBQ-Chicken-1223905,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
98,Pork-Pad-Thai-1668252,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
99,Mongolian-Beef-Noodle-Bowls-1315721,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
100,Island-Teriyaki-Chicken-Skillet-1589001,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
101,Sweet-_-Sour-Chicken-1643322,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
102,Soy-grilled-mahi-mahi-recipe-with-korean-dipping-sauce-309864,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
103,Pad-Kee-Mao-1187916,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
104,Pineapple-and-shrimp-fried-quinoa-351073,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
105,Garlic-_-Ginger-Sweet-Chicken-Wings-1637382,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
106,Chicken-Chow-Mein-1501952,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
107,Thai-Noodles-1638969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
108,CHICKEN-CHOW-MEIN-WITH-ALMONDS-1678540,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
109,Baked-spaghetti-squash-with-sriracha-and-turkey-345843,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
110,Vegan-Shanghai-Noodles-1634818,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
111,Vietnamese-Lemongrass-Chicken-1028534,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
112,Pronto-Polynesian-Pork-1630022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
113,Spicy-Korean-Pork-1048493,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
114,Crock-Pot-Mongolian-Beef-1082525,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
115,Cabbage-Rolls-1032551,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
116,Honey-Garlic-Chicken-Slow-Cooker-1098406,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
117,Slow-Cooker-Beef-and-Broccoli-987579,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
118,Awesome-Korean-Steak-Allrecipes,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
119,Szechuan-Shrimp-My-Recipes,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
120,Five-spice-roasted-chicken-legs-352263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
121,Coconut-Shrimp-Curry-496279,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
122,Shrimp-in-Coconut-Milk-Sauce-1047880,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
123,Asian-Pork-Tacos-1614779,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
124,Sesame-Chicken-and-Noodles-1107807,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
125,Curry-Chicken-1296041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
126,Cumin-Lamb-1287247,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
127,Asian-Chicken-Lettuce-Cups-1624176,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
128,Korean-Fried-Chicken-758915,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
129,Grilled-Teriyaki-Tofu-1179645,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
130,Honey-Ginger-Tofu-and-Veggie-Stir-Fry-759041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
131,Asian-bbq-chicken-370807,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
132,Steak-_-Mango-Stir-Fry-537733,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
133,Easy-Pad-Thai-for-_WeekdaySupper-and-_ChooseDreams-1105212,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
134,Crispy-Tofu-and-Broccoli-Bowls-with-Spicy-Hoisin-Sauce-1693018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
135,Sesame-Noodles-1598171,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
136,Asian-Sesame-Grilled-Tuna-Steak-1310033,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
137,Sweet-Chili-Glazed-Chicken-Rice-Noodle-Bowls-1620309,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
138,Sesame-Beef-And-Broccoli-1582520,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
139,Sesame-Broccoli-Tofu-1572548,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
140,Lemongrass-_-Coconut-Skewers-1687992,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
141,Ginger-Lime-Beef-Stir-Fry-1591401,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
142,Green-tea-asian-stir-fry-303064,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
143,Honey-Soy-Asian-Salmon-in-Foil-1257564,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
144,Hoisin-Glazed-Salmon-1602825,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
145,Vegan-Bibimbab-1264214,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
146,Ginger-Infused-Honey-Chicken-1611055,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
147,Sweet-_-Spicy-Asian-Glazed-Ribs-1170750,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
148,Steak-with-Kimchi-Butter-514105,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
149,Spicy-Black-Pepper-Tofu-1521556,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
150,Chap-Chae-_Korean-Noodles-with-Beef-and-Vegetables_-579594,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
151,How-To-Make-Slow-Cooker-Thai-Chicken-Curry-1691220,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
152,Spicy-Thai-Noodle-Bowls-1594215,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
153,Three-Cup-Chicken-Sanbeiji-1637817,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
154,Huli-Huli-Chicken-1080358,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
155,Thai-Basil-Tofu-Stir-Fry-1641199,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
156,Philippine_style-Chicken-Adobo-Epicurious_2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
157,Thai-Pineapple-Fried-Rice-1455887,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
158,Grilled-Chicken-Thighs-with-Spicy-Miso-Mayo-1684734,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
159,Salmon-Teriyaki-469851,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
160,Easy-Chicken-Stir-Fry-761730,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
161,Tandoori-Style-Chicken-Thighs---Low-Carb-and-Gluten-Free-1455736,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
162,Taiwanese-Popcorn-Chicken-565083,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
163,Grilled-Lemongrass-Chicken-Closet-Cooking-54932,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
164,Healthy-Thai-Coconut-Chili-Chicken-Skewers-1040206,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
165,Baked-Teriyaki-Chicken-1702977,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
166,Thirty-Minute-Vegetarian-Pho-573822,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0
167,Tonkatsu-1328324,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
