id,rating,bitter,meaty,piquant,salty,sour,sweet,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds,ingredient_list,course
2-Bite-Cherry-Pies-1709499,4,,,,,,,,5,8.0,,1500,"[dough, cherry pie filling, cooking oil, coconut, sparkling sugar]",dessert
2-Ingredient-Banana-Nutella-Ice-Cream-1707989,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.5,0.666666666667,,2,4.0,600.0,600,"[bananas, Nutella]",dessert
2-Ingredient-Peanut-Butter-Ice-Cream-1711836,4,0.5,0.5,0.0,0.166666666667,0.5,0.666666666667,,2,2.0,,1800,"[bananas, creamy peanut butter]",dessert
2-Minute-Mug-Chocolate-Cake-1679382,4,0.166666666667,0.666666666667,0.0,0.5,0.166666666667,0.833333333333,,10,4.0,,300,"[milk, eggs, butter, flour, kosher salt, unsweetened cocoa powder, dark brown sugar, sugar, semi-sweet chocolate morsels, vanilla extract]",dessert
21-Day-Fix-No-Bake-Cookies-1502888,3,0.666666666667,0.833333333333,0.0,0.166666666667,0.166666666667,0.833333333333,,6,24.0,,900,"[natural peanut butter, honey, coconut oil, vanilla, oatmeal, cocoa powder]",dessert
3-Ingredient-Avocado-Ice-Cream-1689853,3,,,,,,,,8,4.0,,2400,"[avocado, coconut milk, coconut, vanilla protein powder, agave nectar]",dessert
3-Ingredient-Banana-Oat-Cookies-1694329,4,0.833333333333,0.333333333333,0.0,0.166666666667,0.333333333333,0.5,900.0,4,6.0,300.0,1200,"[bananas, old-fashioned oats, almonds, salt]",dessert
3-Ingredient-Brownies-1703671,4,0.166666666667,0.166666666667,0.0,0.0,0.166666666667,0.833333333333,,4,8.0,300.0,300,"[medjool date, cocoa powder, honey, water]",dessert
3-Ingredient-Detox-Cookies-1003496,4,,,,,,,,4,12.0,,2100,"[bananas, creamy peanut butter, cocoa powder, sea salt]",dessert
3-Ingredient-Easy-Cake-Mix-Cookies-1679038,4,,,,,,,480.0,4,12.0,300.0,780,"[sugar, canola oil, eggs, M&M's Candy]",dessert
3-Ingredient-Easy-Chocolate-Fudge-1697386,4,0.666666666667,0.666666666667,0.0,0.166666666667,0.166666666667,0.833333333333,,3,4.0,180.0,180,"[chocolate chips, condensed milk, vanilla extract]",dessert
3-Ingredient-No-Churn-Lemon-Ice-Cream-1689304,4,0.0,0.166666666667,0.0,0.166666666667,0.833333333333,0.666666666667,,3,4.0,900.0,900,"[lemon, heavy whipping cream, sugar]",dessert
3-Ingredient-Orange-Creamsicle-Yogurt-Pops-1702579,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.833333333333,0.5,,3,4.0,1320.0,1320,"[vanilla yogurt, orange juice, powdered sugar]",dessert
3-Ingredient-Oreo-Fudge-1706017,4,0.833333333333,0.666666666667,0.0,0.166666666667,0.166666666667,0.833333333333,,3,4.0,,1500,"[sweetened condensed milk, white chocolate, OREO® Cookies]",dessert
3-Ingredient-Peanut-Butter-Cookies-1711569,4,0.666666666667,0.833333333333,0.0,0.666666666667,0.0,0.833333333333,,4,4.0,,1500,"[sugar, peanut butter, eggs, cookies]",dessert
3-Ingredient-Vegan-Vanilla-Ice-Cream-1697958,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.833333333333,,3,4.0,,3600,"[coconut milk, maple syrup, vanilla beans]",dessert
3-Ingredients-Chocolate-Coconut-Fudge-1703784,4,0.333333333333,0.833333333333,0.0,0.166666666667,0.166666666667,0.833333333333,3600.0,3,3.0,900.0,4500,"[semi-sweet chocolate morsels, coconut cream, coconut flakes]",dessert
3-Layer-Patriotic-Jello-Bundt-_GF_-DF_-Egg_-Peanut_-Tree-nut-Free_-1710076,4,,,,,,,300.0,12,11.0,28800.0,29100,"[jello, boiling water, ice cubes, Knox Original Gelatine, cold water, vanilla rice milk, sugar, sour cream, vanilla]",dessert
3-Minute-No-Bake-Cookies-760967,4,,,,,,,,5,36.0,,1200,"[margarine, Quaker Oats, cocoa, granulated sugar, low-fat milk]",dessert
3-ingredient-Peanut-Butter-Cookies-1696178,4,0.666666666667,0.833333333333,0.0,0.5,0.0,0.833333333333,480.0,3,6.0,300.0,780,"[peanut butter, white sugar, eggs]",dessert
37-calorie-brownies___-and-no_-I_m-not-kidding_-1697616,4,,,,,,,900.0,8,9.0,600.0,1500,"[nonfat greek yogurt, skim milk, cocoa powder, rolled oats, Truvía® Baking Blend, eggs, baking powder, salt]",dessert
4-1707307,4,0.666666666667,0.166666666667,0.0,0.833333333333,0.166666666667,0.833333333333,,5,4.0,,3000,"[yellow cake mix, pumpkin purée, powdered sugar, apple cider, pumpkin pie spice]",dessert
4-Ingredient-Chili-Chocolate-Truffles-1696342,4,,,,,,,,7,12.0,900.0,900,"[dark chocolate, full fat coconut milk, sea salt, cayenne pepper, maca powder, maple syrup, cinnamon]",dessert
4-Ingredient-Flourless-Chocolate-Cookies-_Low-FODMAP_-1201435,4,0.666666666667,0.166666666667,0.0,0.166666666667,0.0,0.833333333333,480.0,5,32.0,300.0,780,"[confectioners sugar, egg whites, pure vanilla extract, unsweetened cocoa powder, semisweet chocolate]",dessert
4-Ingredient-Peach-Dumplings-1601590,4,,,,,,,1800.0,4,8.0,300.0,2100,"[crescent rolls, peach halves, butter, cinnamon sugar]",dessert
4-Ingredient-Peanut-Butter-Chocolate-Chip-Larabars-1701685,4,,,,,,,,7,6.0,,900,"[medjool date, creamy peanut butter, pure vanilla extract, mini chocolate chips, chips, gluten, soy]",dessert
4-Ingredient-Peanut-Butter-Cookies-1634868,4,0.833333333333,0.833333333333,0.0,0.166666666667,0.0,0.833333333333,,4,14.0,,2400,"[natural peanut butter, large eggs, coconut sugar, vanilla extract]",dessert
4-Ingredient-Strawberry-Banana-Ice-Cream-1705850,4,0.166666666667,0.166666666667,0.0,0.0,0.833333333333,0.5,,4,4.0,,1200,"[bananas, strawberries, heavy cream, vanilla]",dessert
4th-of-July-Cake-Roll-1710630,4,0.166666666667,0.5,0.0,0.166666666667,0.166666666667,0.833333333333,900.0,18,11.0,1800.0,2700,"[vegetable oil, all-purpose flour, baking powder, baking soda, salt, granulated sugar, milk, large eggs, pure vanilla extract, red food colouring gel, food gel, powdered sugar, unsalted butter, marshmallow creme]",dessert
4th-of-July-Fruit-Parfait-1706141,4,,,,,,,,4,4.0,,1200,"[blueberries, strawberries, vanilla, yoghurt]",dessert
4th-of-July-Ice-Cream-Cake-1708183,4,,,,,,,,5,4.0,,2100,"[sandwiches, hot fudge topping, caramel ice cream topping, cool whip, sprinkles]",dessert
4th-of-July-Ice-Pops-1709323,4,,,,,,,,5,8.0,900.0,900,"[blueberries, honey, kosher salt, strawberries, coconut milk]",dessert
4th-of-July-Icebox-Cake-1706475,4,0.5,0.833333333333,0.0,0.833333333333,0.166666666667,0.833333333333,3600.0,16,8.0,1800.0,5400,"[cookies, butter, brown sugar, vanilla, large eggs, flour, salt, baking soda, M&M's Candy, whipped cream, whipping cream, sugar, crust]",dessert
4th-of-July-Marshmallow-Pops-1711977,4,,,,,,,,3,4.0,,1500,"[jello, marshmallows, water]",dessert
4th-of-July-Spiral-Cookies-1710385,4,0.166666666667,0.666666666667,0.0,0.166666666667,0.0,0.833333333333,,8,20.0,,4200,"[sugar, unsalted butter, almond extract, large eggs, salt, all-purpose flour, decorating sugars]",dessert
5-Ingredient-Healthy-Vegan-Microwave-Brownie-1710910,4,,,,,,,120.0,10,1.0,120.0,240,"[almond meal, unsweetened cocoa powder, baking powder, maple syrup, unsweetened vanilla almond milk, chopped pecans, chocolate chips, raspberries, shredded coconut, vegan ice cream]",dessert
5-Ingredient-Keto-Green-Cookies-1704766,4,0.166666666667,0.166666666667,0.0,0.666666666667,0.166666666667,0.833333333333,600.0,5,5.0,,1500,"[sugar, erythritol, large eggs, baking soda, ground cinnamon]",dessert
5-Ingredient-Layered-Mango-Cheesecake-Parfaits-1694275,4,,,,,,,,5,4.0,,1500,"[mango, heavy whipping cream, cream cheese, powdered sugar, graham crackers]",dessert
5-Ingredient-No-Bake-Peanut-Butter-Corn-Flake-Cookies-_Vegan_-1704572,3,,,,,,,,7,4.0,,2100,"[coconut oil, maple syrup, coconut sugar, peanut butter, Corn Flakes Cereal, vegan chocolate chips]",dessert
5-Ingredient-No-Bake-Peanut-Butter-Corn-Flake-Cookies-_Vegan_-1708018,3,,,,,,,,7,4.0,,2100,"[coconut oil, maple syrup, coconut sugar, peanut butter, Corn Flakes Cereal, vegan chocolate chips]",dessert
5-Ingredient-Peanut-Butter-Cookies-1694742,4,0.833333333333,0.833333333333,0.0,0.833333333333,0.0,0.833333333333,,6,5.0,,1800,"[peanut butter, large eggs, coconut sugar, baking powder, vanilla extract, salt]",dessert
5-Ingredient-Salted-Caramel-Ice-Cream-_Vegan_-1708785,3,0.5,0.666666666667,0.0,0.166666666667,0.166666666667,0.666666666667,,5,4.0,,2400,"[full fat coconut milk, medjool date, butter, sea salt, pure vanilla extract]",dessert
5-Ingredient-Salted-Caramel-Ice-Cream-_Vegan_-1709006,3,0.5,0.666666666667,0.0,0.166666666667,0.166666666667,0.666666666667,,5,4.0,,2400,"[coconut milk, medjool date, butter, sea salt, pure vanilla extract]",dessert
5-Minute-Microwave-Rice-Krispie-Treats-1696086,4,,,,,,,120.0,3,12.0,180.0,300,"[butter, mini marshmallows, Puffed Rice Cereal]",dessert
5-Minute-Oreo-Dirt-Cups-1685123,4,,,,,,,,3,6.0,300.0,300,"[pudding mix, crumbs, milk]",dessert
5-Minute-Super-Simple-Oreo-Ice-Cream-Sundae-1709260,4,0.5,0.333333333333,0.0,0.833333333333,0.166666666667,0.666666666667,,4,4.0,300.0,300,"[vanilla ice cream, biscuits, caramel sauce, white chocolate]",dessert
6_-Chocolate-Chip-Butterscotch-Bars-1703540,4,0.333333333333,0.5,0.0,0.666666666667,0.0,0.833333333333,,9,4.0,,2700,"[unsalted butter, light brown sugar, large eggs, vanilla extract, salt, baking powder, flour, semi-sweet chocolate morsels, butterscotch chips]",dessert
7-1707317,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.833333333333,,8,4.0,,2700,"[raspberry yogurt, softened butter, flour, caster sugar, eggs, raspberry jam, powdered sugar]",dessert
90-Microwave-Brownie-in-a-Mug-1677653,4,0.666666666667,0.833333333333,0.0,0.666666666667,0.166666666667,0.833333333333,120.0,9,4.0,300.0,420,"[flour, sugar, cocoa, salt, baking soda, milk, vegetable oil, vanilla, chocolate chips]",dessert
A-Healthy-Chocolate-Alternative-1687236,4,0.833333333333,0.833333333333,0.0,0.5,0.166666666667,0.666666666667,,7,4.0,,900,"[almonds, dried pitted dates, dry coconut, cacao powder, sea salt, raw honey, coconut oil]",dessert
A-Scrumptious-Strawberry-Crisp-1703421,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.833333333333,0.833333333333,,10,8.0,,4500,"[rhubarb, strawberries, sugar, flour, rolled oats, golden brown sugar, ground cinnamon, salt, unsalted butter]",dessert
ALOHA_-SUPERFOOD-CHOCOLATES_-1698761,4,,,,,,,,6,4.0,,1200,"[cacao powder, butter, coconut sugar, tahini, vanilla powder, greens]",dessert
Adapted-from-In-Him-We-Live-and-Move-and-Have-Our-Being-_Printable-recipe_-1687918,4,0.166666666667,0.166666666667,0.0,0.0,0.5,0.666666666667,,4,4.0,,2400,"[peaches, unsalted butter, brown sugar, ground cinnamon]",dessert
All-American-Fruit-Crumble-Pie-760972,4,,,,,,,,9,8.0,,2700,"[apple pie filling, raisins, firmly packed brown sugar, all-purpose flour, ground cinnamon, Quaker Oats, margarine, crust, whipped cream]",dessert
Almond-Butter-Cookies-1710607,3,,,,,,,,9,8.0,,2100,"[cooking spray, almond butter, firmly packed light brown sugar, large egg whites, all-purpose flour, baking soda, pure vanilla extract, kosher salt, slivered almonds]",dessert
Almond-Butter-Cups-1613767,4,,,,,,,,6,4.0,2700.0,2700,"[coconut oil, cacao powder, rice syrup, almond butter, Himalayan salt, stevia]",dessert
Almond-Cake-1704240,3,0.333333333333,0.833333333333,0.0,0.833333333333,0.166666666667,0.833333333333,,8,4.0,,2700,"[eggs, lemon zest, sugar, almond flour, baking powder, kosher salt, blanched almonds, confectioners sugar]",dessert
Almond-Cheese-Frosting-1710918,4,0.166666666667,0.5,0.0,0.333333333333,0.0,0.833333333333,,4,4.0,,600,"[cream cheese, Marshmallow Fluff, almond extract, red food coloring]",dessert
Almond-Chia-Pudding-1582017,4,0.666666666667,0.166666666667,0.0,0.166666666667,0.333333333333,0.333333333333,,7,4.0,,2700,"[chia seeds, almond milk, dates, raw almonds, vanilla extract, almond extract, slivered almonds]",dessert
Almond-Crusted-Chocolate-Torte-1710919,4,0.833333333333,0.666666666667,0.0,0.833333333333,0.166666666667,0.833333333333,25200.0,7,4.0,,25200,"[butter, flour, sugar, slivered almonds, whipping cream, chocolate ice cream, flavoring]",dessert
Almond-Feta-1698208,4,,,,,,,,7,1.0,,2100,"[blanched almonds, juice, sea salt, water, agar]",dessert
Almond-Hershey-Bar-Pie-1710922,4,,,,,,,,6,4.0,,3000,"[chocolate bars, large marshmallows, milk, salt, cool whip, pies]",dessert
Almond-Joy-Brownie-Bites-1705072,4,,,,,,,,5,32.0,,3300,"[brownie mix, sweetened coconut flakes, sweetened condensed milk, almonds, candy melts]",dessert
Almond-Joy-Brownies-1697882,4,0.333333333333,0.833333333333,0.0,0.166666666667,0.0,0.833333333333,2400.0,14,16.0,600.0,3000,"[salted butter, sugar, coconut extract, large eggs, flour, cocoa, almonds, chocolate chunks, shredded coconut, frosting, milk, powdered sugar]",dessert
Almond-Joy-Cookies-1702403,4,,,,,,,,11,4.0,,2100,"[butter, white sugar, brown sugar, eggs, vanilla, flour, baking soda, salt, chocolate chips, sweetened coconut, chopped almonds]",dessert
Almond-Milk-Yogurt-1705186,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.5,0.333333333333,,7,4.0,,3000,"[almond milk, raw cashews, arrowroot powder, agar, almonds, maple syrup, vanilla]",dessert
Almond-Poppyseed-Shortbread-1711973,4,0.166666666667,0.833333333333,0.0,0.166666666667,0.5,0.833333333333,,9,8.0,900.0,1800,"[unsalted butter, sugar, almond extract, flour, salt, poppy seeds, lemon, powdered sugar, cookies]",dessert
Almost-No-Bake-Drumstick-Cheesecake-1691154,4,,,,,,,600.0,10,8.0,1200.0,1800,"[waffle cones, sugar, butter, heavy cream, dark chocolate chips, cream cheese, whipped topping, powdered sugar, chocolate ganache, peanuts]",dessert
Amaretto-Cherry-Strudel-With-Homemade-Puff-Pastry-_Vegan_-1706616,3,0.166666666667,0.666666666667,0.0,0.166666666667,0.166666666667,0.666666666667,,9,4.0,,5100,"[shortening, flour, sea salt, vodka, cherries, amaretto, pure maple syrup, almond extract, nutmeg]",dessert
Amazing-Coconut-Cake-1657030,4,,,,,,,,6,4.0,,2100,"[eggs, yoghurt, sugar, baking powder, flour]",dessert
American-Berry-No-Bake-Cheesecake-1711662,3,,,,,,,11700.0,6,8.0,900.0,12600,"[Philadelphia Cream Cheese, sugar, cool whip, crumb crust, strawberries, blueberries]",dessert
Angel-Food-Cake-and-Berries-with-Lemon-Vanilla-Whipped-Cream-1709598,4,,,,,,,,7,7.0,900.0,900,"[blueberries, strawberries, heavy cream, sugar, vanilla extract, grated lemon zest, bundt cake]",dessert
Apple-Cinnamon-Roll-Cupcakes-1703440,4,0.166666666667,0.166666666667,0.0,0.333333333333,0.166666666667,0.833333333333,,16,4.0,,5400,"[milk, active dry yeast, sugar, salt, flour, eggs, unsalted butter, brown sugar, cinnamon, ground nutmeg, ground cloves, apples, powdered sugar]",dessert
Apple-Cranberry-Crisp-760984,4,,,,,,,,9,6.0,,3000,"[ground cinnamon, all-purpose flour, water, fresh cranberries, apples, margarine, Quaker Oats, chopped walnuts]",dessert
Apple-Crisp-1685457,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.5,2100.0,7,7.0,600.0,2700,"[tart apples, brown sugar, flour, oats, cinnamon, nutmeg, butter]",dessert
Apple-Crisp-1699070,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.666666666667,0.666666666667,,14,10.0,,4800,"[apples, orange, lemon, orange juice, lemon juice, granulated sugar, ground cinnamon, ground nutmeg, flour, light brown sugar, kosher salt, oatmeal, unsalted butter]",dessert
Apple-Crisp-1704481,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.833333333333,,8,4.0,,2400,"[apples, lemon juice, granulated sugar, cinnamon, nutmeg, quick oats, brown sugar, butter]",dessert
Apple-Crisp-1709052,4,0.166666666667,0.166666666667,0.0,0.0,0.166666666667,0.666666666667,,9,6.0,,3300,"[apples, coconut sugar, cinnamon, almond flour, coconut flour, walnuts, unsalted butter]",dessert
Apple-Dumpling-Bites-1631771,4,,,,,,,180.0,5,16.0,300.0,480,"[crescent rolls, applesauce, granulated sugar, ground cinnamon, oil]",dessert
Apple-Dumplings-1697137,4,0.166666666667,0.166666666667,0.0,0.666666666667,0.166666666667,0.666666666667,,7,4.0,,3300,"[flour, crescent rolls, granny smith apples, butter, brown sugar, cinnamon, mountain dew]",dessert
Apple-Dumplings-1698092,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.833333333333,2100.0,7,8.0,900.0,3000,"[apples, crescent rolls, butter, sugar, cinnamon, flour, sprite]",dessert
Apple-Flapjacks-1696422,3,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.5,,7,12.0,,3600,"[apples, oats, golden syrup, butter, sugar, salt, ground ginger]",dessert
Apple-Kompot-1708699,4,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,,3,4.0,,1800,"[apples, water, sugar]",dessert
Apple-Oatmeal-Spice-Cookies-760978,4,0.166666666667,0.166666666667,0.0,0.666666666667,0.166666666667,0.833333333333,720.0,14,36.0,1200.0,1920,"[light butter, granulated sugar, salt, Quaker Oats, vanilla, ground cinnamon, all-purpose flour, skim milk, baking soda, firmly packed brown sugar, unsweetened applesauce, mixed dried fruit, ground nutmeg, eggs]",dessert
Apple-Pie-Chimichangas-1701509,3,0.166666666667,0.166666666667,0.0,0.5,0.166666666667,0.666666666667,,6,8.0,900.0,900,"[vegetable oil, sugar, cinnamon, flour tortillas, apple pie filling, caramel ice cream topping]",dessert
Apple-Pie-Cookies-1697246,4,0.833333333333,0.333333333333,0.0,0.833333333333,0.166666666667,0.833333333333,600.0,13,24.0,1200.0,1800,"[shortening, coconut sugar, egg substitute, vanilla extract, apples, all-purpose flour, whole wheat flour, sea salt, baking powder, sugar, ground cinnamon, nutmeg, ground ginger]",dessert
Apple-Pie-Crescents-768343,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.833333333333,,5,8.0,600.0,1800,"[granny smith apples, butter, Pillsbury™ Refrigerated Crescent Dinner Rolls, brown sugar, apple pie spice]",dessert
Apple-Pie-Ice-Cream-1712539,4,0.166666666667,0.333333333333,0.0,0.166666666667,0.166666666667,0.666666666667,,9,4.0,,2400,"[cooking apples, brown sugar, butter, ground cinnamon, evaporated milk, condensed milk, double cream, vanilla extract, cinnamon biscuits]",dessert
Apple-Pie-Jam-1711105,4,,,,,,,,9,4.0,,3000,"[tart apples, lemon juice, cinnamon, nutmeg, ginger, sugar, brown sugar, pectin, butter]",dessert
Apple-Pie-Snickerdoodles-1700269,4,0.666666666667,0.166666666667,0.0,0.5,0.166666666667,0.833333333333,,12,12.0,,3900,"[diced apples, ground cinnamon, whole wheat white flour, baking powder, corn starch, salt, unsalted butter, large eggs, vanilla extract, coconut sugar]",dessert
Apple-Pie-Spice-1701246,4,0.833333333333,0.166666666667,0.0,0.166666666667,0.333333333333,0.333333333333,,4,4.0,,600,"[ground cinnamon, ground nutmeg, allspice, ground ginger]",dessert
Apple-Pie-Yogurt-Cup-747135,4,,,,,,,,5,1.0,900.0,900,"[sugar, ground cinnamon, egg roll skins, apples, Yoplait® Greek 100 apple pie yogurt]",dessert
Apple-Pie-with-Truvia-Natural-Sweetener-746824,4,,,,,,,,9,8.0,,3900,"[pies, Truvía® Spoonable, corn starch, salt, ground cinnamon, ground nutmeg, granny smith apples, lemon zest, butter]",dessert
Apple-Roses-1702251,4,,,,,,,,7,4.0,,1200,"[frozen puff pastry sheets, apples, lemon juice, flour, apricots, cinnamon, powdered sugar]",dessert
Applesauce-1689893,4,0.166666666667,0.0,0.0,0.166666666667,0.166666666667,0.5,900.0,6,4.0,900.0,1800,"[apples, water, lemon juice, salt, cinnamon, agave nectar]",dessert
Apricot-Oatmeal-Linzer-Bars-760981,4,0.333333333333,0.833333333333,0.0,0.5,0.166666666667,0.833333333333,,12,24.0,,3900,"[vanilla, Quaker Oats, ground almonds, salt, dried apricot, powdered sugar, all-purpose flour, almond extract, orange liqueur, butter, apricot preserves, egg yolks]",dessert
Apricot-Preserves-with-Almonds-and-Rose-Syrup-1712553,4,,,,,,,,5,4.0,,3000,"[apricots, granulated white sugar, hot water, rose syrup, almonds]",dessert
Apricot-Sugar-Cookie-Pies-Filled-with-Apricot-Preserves-1711073,4,0.166666666667,0.5,0.0,0.166666666667,0.666666666667,0.833333333333,,10,112.0,,1200,"[flour, salt, baking powder, unsalted butter, granulated sugar, lemon, eggs, pure vanilla extract, apricot preserves, turbinado]",dessert
Aquafaba-Meringues-1703912,3,0.5,0.5,0.0,0.166666666667,0.166666666667,0.833333333333,7200.0,3,40.0,,7200,"[chickpeas, granulated sugar, almond extract]",dessert
Arizona-Sunshine-Lemon-Pie-1634762,4,0.166666666667,0.666666666667,0.0,0.5,0.5,0.833333333333,2400.0,8,72.0,,2400,"[lemon, large eggs, butter, vanilla, sugar, piecrust, whipping cream]",dessert
Avocado-Fudge-Pops-1684565,4,0.833333333333,0.833333333333,0.0,0.166666666667,0.333333333333,0.833333333333,28800.0,6,8.0,900.0,29700,"[hass avocado, almonds, maple syrup, cocoa powder, vanilla extract, salt]",dessert
Avocado-Ice-Cream-561475,4,0.666666666667,0.166666666667,0.0,0.166666666667,0.333333333333,0.666666666667,,6,8.0,,3900,"[evaporated milk, sugar, avocado, whipping cream, lemon juice, vanilla extract]",dessert
Avocado-Mousse-1629062,4,0.833333333333,0.5,0.0,0.166666666667,0.666666666667,0.5,,6,2.0,300.0,300,"[avocado, cocoa powder, raw honey, vanilla, espresso powder, salt]",dessert
BABY-Curd-BISCUITS-5-MIN-1696921,4,0.166666666667,0.666666666667,0.0,0.5,0.166666666667,0.666666666667,,4,4.0,,2700,"[butter, cottage cheese, flour, sugar]",dessert
BERRY-BERRY-GALETTE-1696366,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.833333333333,0.5,,7,4.0,,3300,"[flour, butter, ice water, blackberries, sugar, lemon juice, strawberries]",dessert
BUTTER-CAKE-W_-CHOCOLATE-SPRINKLES-1713265,4,0.333333333333,0.666666666667,0.0,0.5,0.166666666667,0.833333333333,,10,8.0,,3300,"[all-purpose flour, butter, baking powder, baking soda, sugar, milk, condensed milk, rice, vanilla essence, eggs]",dessert
BUTTERMILK-BANANA-CAKE-1696799,4,,,,,,,3600.0,17,20.0,600.0,4200,"[softened butter, sugar, eggs, vanilla, buttermilk, bananas, lemon juice, flour, baking powder, salt, cream cheese frosting, butter, cream cheese, powdered sugar, milk, chopped pecans]",dessert
Baby-Banana-Cookies-1709654,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.5,2100.0,5,6.0,300.0,2400,"[bananas, oats, unsweetened applesauce, creamy peanut butter, cinnamon]",dessert
Back-At-School_Mrs_-Fields-Copycat-Chocolate-Chip-Cookie-1701739,4,0.166666666667,0.666666666667,0.0,0.5,0.0,0.833333333333,,10,61.0,,1800,"[butter, sugar, brown sugar, eggs, vanilla, flour, baking soda, baking powder, semi-sweet chocolate morsels, cooking spray]",dessert
Bailey_s-brownies-333866,5,0.166666666667,0.5,0.0,0.166666666667,0.0,0.833333333333,,7,4.0,,3900,"[unsalted butter, baking chocolate, sugar, eggs, flour, vanilla, Baileys Irish Cream Liqueur]",dessert
Baked-Apples-with-Cinnamon-1706627,4,0.166666666667,0.166666666667,0.0,0.166666666667,0.333333333333,0.5,1200.0,4,1.0,300.0,1500,"[apples, butter, sucanat, cinnamon]",dessert
Baked-Chocolate-Custards-1702886,4,,,,,,,,4,4.0,,3600,"[cream, milk, dark chocolate, egg yolks]",dessert
Baked-Chocolate-Donuts-1704714,4,0.833333333333,0.166666666667,0.0,0.666666666667,0.166666666667,0.833333333333,,10,8.0,,1500,"[whole wheat white flour, sugar, cocoa powder, baking powder, salt, plain yogurt, eggs, butter, vanilla extract]",dessert
Baked-Chocolate-Frosted-Cake-Donuts-1710357,4,0.5,0.5,0.0,0.666666666667,0.166666666667,0.833333333333,600.0,16,12.0,900.0,1800,"[butter, vegetable oil, granulated sugar, brown sugar, large eggs, baking powder, baking soda, ground nutmeg, salt, vanilla extract, flour, milk, frosting, chocolate chips, honey]",dessert
Baked-Cinnamon-Sugar-Donuts-1567743,4,0.5,0.5,0.0,0.5,0.166666666667,0.833333333333,900.0,7,8.0,900.0,1800,"[all-purpose flour, baking powder, nutmeg, granulated sugar, butter, milk]",dessert
